image_id,captions
4614811971.jpg,A woman in orange sunglasses is playing the drums while speaking into a microphone in front of a large sign . A young woman in a dark tank top and orange sunglasses plays the drums . A woman wearing orange sunglasses plays the drums . A female with sunglasses on is playing a drum set . A woman is singing and playing the drums .
4614813437.jpg,There are two men on a stage with guitars greeting each other . Two men are touching hands while holding guitars on stage . two male guitarist doing a handshake . Two musicians performing on stage . Two guitarists converse on stage .
4614816401.jpg,"A young man wearing a white shirt is on a stage with a drummer , and the boy is playing an electric guitar . A man plays guitar in front of a large sign , with another man playing drums behind him . Band playing at what seems to be a benefit concert . A guy plays guitar and sings in his band . A band is performing at a benefit ."
4614873969.jpg,"Three guys , with electric guitars playing at a benefit concert , the lead singer is wearing sunglasses and green tennis shoes . A 4-piece band whose lead singer plays bass play on a stage , presumably in New York . Three men are playing guitars and on man is playing the drums on a stage . A band that is playing outside for a benefit in New York . A band plays an outdoor concert ."
4614953559.jpg,"Woman with blue plaid shirt , blue print scarf and glasses , brushing butter on balls of pastry . A woman with a blue plaid shirt and a bandanna makes bread . A baker in a blue shirt is preparing the bread . A person working baking bread in a kitchen . A woman at a bakery is baking pastries ."
461505235.jpg,"A person is climbing a cliff wall , over a rocky shore , using a rope . A mountain climber hangs from a cliff above the ocean . A person descends a rope from a cliff into the ocean . A man repels down a cliff over water . The man is climbing up the rock ."
4615061039.jpg,"A man in a rust-colored hat and brown shirt , talking into a microphone . A Man in a brown shirt and hat , singing outside with a microphone . this Black Dude , in the Brown Shirt , is singing a song . A male with a hat is performing with a microphone . A man in a red hat sings into a microphone ."
4615085714.jpg,A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man 's face . Woman in green and white striped cap stands near graffiti . A woman in a white and green striped hat is looking down . A woman with her head down is in a very run down area . A young woman walking through a run down alley .
4615108782.jpg,Many woman dressed in colorful dresses carrying baskets of food on their heads and it looks to be sprinkling outside on them . A group of women are standing in a market while some of them are carrying baskets of vegetables . African women at work walking around with woven baskets on their head . Women carry vegetables in containers over their head in the street . Five women work and carry baskets on their heads
4615250594.jpg,"Two women , one wearing a patterned headscarf , converse while sitting behind baskets of flowers . Two elderly women sit together and talk with her flowers around her . Two people are having a conversation , while sitting on a curb . Women on a sidewalk with packages and flowers . Two old women sitting on curb next to flowers"
4615316828.jpg,"toddler holding a spoon and smiling , sitting at a table . Very young girl holding a spoon in a restaurant setting . A child holding a white , plastic spoon . A child smiling as he holds his spoon . A toddler plays with his food ."
4615485077.jpg,Police in riot gear fill a street lined with spectators in red clothing . Police in flack suits stand in a crowd of people mostly dressed in red . Large group of police wearing protection next to a crowd wearing red . Many police in shielded helmets are gathered underneath a railway . A riot squad making their way through a crowd .
4615498560.jpg,"The band consisting of 4 members is playing on a stage behind a giant banner with the word 'york ' behind them and there is a photographer to their right ; taking their picture . Musicians singing in a music concert in Los Angele 's , California . A band of 4 men play on a stage , as a man takes pictures of them . a band on performing on an outdoor stage . they are playing guitar on live concert ."
4615550262.jpg,Three men are playing the drums and guitar on stage . A boy band playing outdoors for a benefit concert . A band of three men are playing for a benefit . Three men are playing music on a stage . A band is performing on a stage .
4615629011.jpg,A statue with slight chipping on the face and delicate features . A statue of a young woman with her hands behind her head . A white statue is showing a woman caressing her hair . A picture of white female statues in sunlight . a statue of a woman with long hair
4615743138.jpg,An African-American band is playing outdoors on a stage surrounded by trees . An African American man in a brown shirt is singing on a stage . A band is playing on a stage while a lady sings . Man singing on a stage with band . A musical event in the park .
4615757994.jpg,An african american man has on a brown hat and wearing a brown button shirt holding a microphone as he sings . A man in a red cap singing ( or talking ) into a microphone during the day with trees in the background . A man wearing a red hat is holding an instrument up to his mouth . A black man in a brown shirt and hat speaks into a microphone . a black male with a red hat holding a microphone .
4615770260.jpg,"A woman in a white tank top is holding a microphone and singing with a man in a brown shirt , who is also holding a microphone . A man in a brown shirt and a woman in a white tank top singing into their microphones . A male and female singing a song together outside . A man and a woman on stage at an outdoor venue . A black man and white woman sing together ."
4616045208.jpg,"Many policemen , including one who seems to be the main focus standing in the very front of the picture looking away from the camera , standing around wearing vests and helmets with shields . A man with a purple bandanna is clad in police riot gear , including a helmet and a vest marked "" Police "" . Police officers in full uniform breaking up a crowd . A dark-skinned man is wearing a police outfit . A group of police officers in riot gear ."
4616068657.jpg,A young blond woman with a golden flower sits on a bench with a black man in a bowler hat near a bearded white man . A redheaded woman is closing her eyes on a day with a dark atmosphere . A woman with a flower in her hair sits by a man in a hat . A woman sitting on a public bench . Woman with yellow flower in hair .
4616293960.jpg,A woman in a blue shirt with a red bag at a busy fruit market . Many different people are shopping at an indoor market . People are shopping at a busy fruit market . Many people are viewing produce for sale . A produce market filled with shoppers .
4616320530.jpg,"Participant 3442 , a child in a yellow shirt , runs in a race . a boy in a yellow shirt is running in a race A child in a yellow shirt runs in a race . A boy in a yellow shirt runs in a race . A young boy running in a race ."
4616443347.jpg,"People walk past a wall with a painted graphic of the "" I Love NY "" logo where a doctor is holding his stethoscope up to the heart of the logo . A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor . Three people are walking by a wall which has a painting of a doctor checking a heart on a "" I heart NY "" poster . Lady in red wearing boots walks right and a man in a blue suit walks left in front of an "" I heart "" NY mural . People walking past a sign that says "" I heart NY . """
4616477003.jpg,"A young girl in a hotel lobby is balancing a game of wooden blocks on a table . Asian girl playing Jenga fearing that the pieces will fall over . A lady is playing Jenga , hoping the tower does n't fall . Young woman trying to keep the Jenga tower stable . a woman with glasses is playing Jenga"
4616529073.jpg,"A man is standing on the sidewalk publicly advertising a religious message via a sign wrapped around his neck . A man in a white cap holds a sign reading "" 4th Commandment MONDAY IS THE LORD 'S 7th DAY OF REST "" A poor black man holds a religious sign while standing outside of a food stand . A man with a white baseball cap on is holding a sign outside of a store . An African American man holds a sign about the 4th commandment ."
4617732753.jpg,"Two men , one wearing a red shirt and another wearing a blue shirt , are inspecting a small tree while others are at work in the background . A man in a red shirt and a man in a blue jacket discussing and pointing to a spot on a small potted tree . Two men are discussing the details of a small tree in a pot while other men are working in the dirt . One guy in a red shirt hunched over , and a guy in blue jacket kneeling looking at a plant . Two men , both with driver caps are examining a sapling ."
4617745058.jpg,A girl hanging from a basketball goal while a boy on the ground looks on . A young girl hangs from a basketball hoop while a boy stands underneath . A young girl hangs from the mounting beam of a basketball hoop . A little girl hangs from the back of a basketball hoop . a kid with a yellow shirt on looking
461784003.jpg,"a white male in a green shirt and brown pants is jumping in the air with his arms extended and his legs pulled up on a pile of rocks in the middle of a grassy field on a sunny day . A man who is wearing a green shirt and brown pants , appears to be very exciting , jumping in the air with his hands raised . A man is outdoors in a grassy area and he has jumped up from a pile of large rocks . A man wearing a green striped shirt while jumping up onto a mountain . A man wearing a green shirt jumping off a rock ."
4617869592.jpg,Men and women sitting at the table out on the patio drinking cocktails while young boy looks on . A group of people are sitting at a table outside having drinks and talking . A group of people gathered outside at a patio table . Four adults and one child visit on a backyard patio . A group of people sitting outside on a deck .
4617937991.jpg,Person in a blue shirt and tan shorts sits with their guitar between their legs while picking at their fingers . A man wearing a blue shirt holds his guitar between his legs while looking at his hands . A young man in a blue shirt and white shorts sitting with his guitar . A boy is looking at his finger with his guitar between his legs . A person wearing a blue shirt and short outside with a guitar .
4617955480.jpg,"Two men , one wearing a face mask , are examining sheets of wood . Two Asian workers place wooden pieces on a shelf . Two asian men utilizing their woodworking skills . Two Asian men are doing carpentry work . Two Asian factory workers at work ."
4617982332.jpg,"Three people , two women and one man , crowd around a grill outside . One man and two women standing buy a grill eating and cooking out . Two women and a man stand around a barbecue . a man and two women standing around a grill . 3 people standing around a barbecue talking"
4618092593.jpg,Two young guys with goatees shaving their heads with razors . Two guys are shaving their heads with razors . Two men in white shirts shave their heads . Two men shaving their heads bald . Two men shaving their heads .
4618347870.jpg,A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees . A man crouches over his plants with various plants and dirt in the background . A man with glasses tending to several small trees in pots . A man who is wearing glasses is planting trees . The man is working on his trees in the garden .
4618355872.jpg,A young woman is happy that she sees a bloom in the plant and is going to take a photo of it . A white woman wearing glasses and a bicycle helmet takes a photo of a green plant . A woman with a helmet and glasses takes a closeup photo of a piece of vegetation . A lady wearing a bicycle helmet taking a closeup picture of some green plant . A girl wearing a bike helmet and glasses takes a picture of some plants .
4618572855.jpg,A well dressed young woman waits on a bench for the train while a man busy writing something waits nearby . The woman wearing the scarf is quietly waiting for the train . A seated black woman is waiting for a subway . A black women in a subway tunnel . Two people waiting in a station .
4618622923.jpg,A man in a black shirt is holding a microphone on stage with a drummer and guitarist . A man in a black shirt prepares to perform in front of a microphone . A singer in a black shirt is playing in a band . A band on stage in front of a body of water . A band giving a concert on stage .
461866432.jpg,"An unhappy looking girl wearing a pink skirt and a boy with a white t-shirt are sitting on a couch . Two young children are watching tv , while sitting on a red couch . A little boy and little girl sitting on a red couch . A little girl in a pink skirt sitting next to a boy . Two siblings pouting in time out ."
4618885426.jpg,"Two little girls , playing together in the sand . Two little girls playing with sand on the beach . Two little girls play in the sand at the beach . Two young children play on a sandy beach . Two young children play in the sand ."
4619396193.jpg,Wrinkled man wearing a black leather jacket and beret jotting notes on a piece of paper while sitting outdoors on a bench . An artist or writer sitting on a public bench writing down notes . A man in a beret and leather jacket writing in a small notebook . An older man on a bench taking notes on his surroundings . A man wearing all black writing on a piece of paper .
4619477123.jpg,A female singer croons into a microphone close to her mouth . Female sings into a mike while performing on stage . A long-haired woman is singing into a microphone . A woman with long hair and a paisley dress sings . A woman singing into a microphone .
4619640749.jpg,"An Asian man and his opponent sit outside on the ground while playing a grid type game with checker-like pieces . A group of elderly people playing a game of checkers , in a very poor area . A group of men play a improvised board game on a shady street . elderly people sit on the street playing a game . Many older men playing a game on a sidewalk ."
4619654311.jpg,Two older Asian gentlemen play a game while they sit on a bench . Two Asian elders are playing Chinese chess on a bench . Two older gentlemen playing a game at a bench . Two older gentlemen play a game of checkers . Two men are playing a board game .
4619702530.jpg,A man sits between an orange cane and an orange flower pot with his head bowed . A man in a hat sits on the curb of a stone sidewalk and covers his face . A man with a blue hat and a cane is sitting on a curb . An older man in a blue hat sitting on a sidewalk . Old person is sitting on a sidewalk with a cane .
4619832775.jpg,"A young woman with a pink bag and white umbrella is standing at a metro station . A woman , carrying a pink bag and white umbrella , walks down a subway . A woman with a pink bag and white umbrella waits at a train platform . A woman in a subway with a white umbrella and a pink bag . A girl in high heels is waiting for the subway train ."
4619879173.jpg,"A small , Asian girl wearing a white outfit running down the street while there is a woman wearing a pink baseball hat behind her in the distance . A little girl is running on pavement while a woman is walking behind her . A young child in white cloths is walking in front of many other people . A small Asian girl runs into focus down a brick street . A young Asian girl walking forward ."
4620028074.jpg,"A woman in gray sits and overlooks her similarly gray surroundings . A woman in a green sweater staring into the water from a bridge . A woman with a ponytail sitting on concrete watching the water . a woman with a gray shirt and blue jeans sitting by the water A girl , sitting on a bridge staring at the water ."
4620131873.jpg,A girl in low-cut jeans and black top is walking with a piece of paper in her hand . A woman in torn blue jeans and a short black shirt with paper in her left hand . A young woman wearing a tight black shirt and jeans walking down a city street . A girl in a black shirt with blue jeans has a silver necklace . A woman with a black top is holding papers beside a road .
4620203846.jpg,"A young woman in black pants is standing beside her bike and taking a photograph . A woman with black hair , standing in front of a bike while taking a picture . Girl with blue blouse one a boys bike looking through her telescope . An Asian woman with a bicycle taking photographs outside . A lady is taking a picture of something in the distance ."
4620293662.jpg,"As he lays in the grass , he plucks a spent dandelion , and makes a wish as he blows the little pinwheels into the air . A young girl with curly blond-hair and wearing a white top lies in the grass , holding a flower stem . A curly-haired child is blowing away dandelion seeds while laying in a field of lush green grass . A young child with ringlet curls laying in a grassy area blows dandelion fuzz off a stem . Child with curly hair laying in a field holding a dandelion ."
4620399509.jpg,"An Asian female with a flowered print halter top white dress , wearing a bracelet and necklace and has long dark hair is walking down the street talking on a cellphone . A young woman wearing a white sleeveless dress with red flowers is talking on her cellphone as she walks down a street . An Asian girl in a tight white floral dress is crossing the street at night while talking on her cellphone . An Asian woman walking along a lighted city street at night while talking on her cellphone . The woman talks on her cellular phone while walking on a city street ."
4620455202.jpg,"A woman wearing a headscarf is pouring liquid from one cup into another , in front of a scenic backdrop . A woman in a high mountain range is pouring drink from one cup to another . A woman pouring a cup of coffee in the wild . A woman is pouring coffee in the mountains . A woman is pouring a drink on a hilltop ."
4620548112.jpg,"A woman and her child bike down a scenic road , with lush green plant life on the sides of the road . Mother rides her bicycle through a bike path with infant in passenger seat sitting behind her . Mom takes a ride through the park with kid in tow . A woman riding a bike with a child on a backseat . A mother and child enjoying a scenic bike ride ."
462080147.jpg,"A man holding a wine bottle and wearing a box on his head is standing next to a man wearing a black hoodie . One person is wearing a box on their head and holding a bottle while another man is standing next to him . one man wearing a black hoodie sweatshirt and another wearing a box over his head a man holding a bottle of wine with a box on his head Two men , one with a box on his head holding a bottle"
4621091937.jpg,A group of men are passing time sitting on the ledges of a building . The gentlemen wait not speaking to one another . A group of men are relaxing on a sidewalk . Men sitting on the side of a brick road . Several men are sitting on a sidewalk .
4621100791.jpg,A man in a green jacket and black leather boots sleeping with his mouth open on a wooden bench in the grass . A man wearing a denim jacket and biker boots is sleeping on a bench . Man wearing denim jacket and jeans sleeps on a chair outside . A dirty man takes a nap on a public bench . A man sleeping on a wooden chair .
4621123071.jpg,"A man in a blue hat rests his head on a blue and cream bag , with his leg up , while looking at an out of focus woman in a field with yellow flowers . A male is relaxing with a blue bag behind his head and another blue bag beside the other one . A person with a blue hat and pants is lying down with their head on a piece of luggage . A person in jeans and a baseball hat rests against a bag in a park . A person lying down outside , head rested on a Luis Vuitton bag ."
4621125014.jpg,A man standing in a kitchen with dishwasher and silverware drawer open . A bald man in a T-shirt is emptying a dishwasher in a kitchen . A man putting dishes away in the dishwasher . A man is loading his dishwasher . A man putting his dishes away .
4621165455.jpg,"Two men are walking in front of a blue building , both are wearing backpacks . Two men wearing backpacks are walking on opposite sides of the street . Two people walking down a city street , one shadowed . A man walks by a club called ' Gruta ' . Two men walk down the shaded street ."
4621219089.jpg,A man and a woman in Indian garb are weighing a metal container . A woman is weighing something while a man is sitting down . this woman is at a marketplace weighing in what she picked A woman in a sari is talking to a man in a white shirt . Two people are weighing something in a silver can .
4621393910.jpg,A man leans out of the window of an old building under a flag ; another man looks down at him from the window above . The French flag is being displayed along with two men are leaning out of windows . A man looks out of a building window while standing under a puerto Rican flag . A man looking out of window with flag over her head . Two men hanging out of their apartment windows .
4621559450.jpg,"A man is laying out his merchandise to include eggs , chickens and vegetables . A man in a brown coat and pants is arranging dead chickens on a mat . A street vendor sitting on a sidewalk with eggs and live chickens . A man sells eggs and chickens from a mat on the street . A man with dead chickens and baskets of chicken eggs ."
4621603389.jpg,A husky dog is tied to a pole while a small white and brown down sniffs it and a tiny brown dog stands on the white dog 's hind end . Several people sitting on a bench watching their leashed dogs outside . Dogs getting acquainted on the sidewalk while their owners sit nearby . A girl with a blue tank top sitting watching three dogs . A group of dogs tied up to a pole on a hot summer day .
4621699159.jpg,Man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings . A guitarist for a band looks intently on as he plays his guitar with determination . A man with a mustache plays the guitar while singing . A man sings and plays guitar on stage . A man is playing guitar on stage .
4621700753.jpg,A musician in a colorful shirt appears to perform a solo on a slide guitar at an crowded outdoor musical event . A man stands on a stage with a guitar and a glass in his hand and a sour expression on his face . A crowd is gathered around listening to a guitarist on stage . Concert goers watch as a guitarist performs on stage . A crowd stands and watches a man perform on stage .
4621758865.jpg,An older hispanic man in a white hat sits on a cart being pulled by donkey on a rustic road . A man in a gray jacket rides on a wagon being pulled by a donkey . A man is using a donkey to pull a cart full of goods . A Mexican man rides on a cart pulled by a donkey . Man in hat driving a steering a mule and cart .
4621759288.jpg,"People of all ages are resting on blankets in the grass on a sunny day . A couple with a child laying on a blanket in the grass . People relaxing in a park , one of them sleeping . A boy and a baby napping on the grass in the sun . A mother and baby are sleeping on the ground ."
4621762010.jpg,Two men in zip-up jackets sit on a bench eating while one rests with eyes closed . Three men in jackets are sitting on a park bench . Two men eat on a bench next to a sleeping man . Three men are sitting on a park bench . Three men eat lunch on a park bench .
4621831701.jpg,A man is playing a guitar and talking or singing into a microphone . A man wearing a black suit is playing a brown guitar . Man singing and playing the guitar in a suit . A man is singing and playing a guitar . man in black jacket holding a guitar .
462198798.jpg,"A black dog and its reflection are seen near a pond ringed by dry foliage . A big , black dog is walking along the water 's edge . A black dog is walking beside water in the woods . A black dog walks along a marsh 's edge . A dog is walking near a body of water ."
4622064391.jpg,A male carrying a red backpack and a female with a jean jacket standing by a railing with a tan dog . A golden retriever puppy stands in front of two people looking over a railing . Two people and a yellow dog stand near a scenic railing . Two people are standing by a railing with a dog . Two people looking at sights with their dog .
462220690.jpg,"A little girl wearing a yellow coat , striped scarf , pink rain boots , and carrying a white purse is walking with her Golden Retriever down an icy and puddled road . A young child in a yellow jacket , pink boots and a scarf walks away through an icy winter puddle , accompanied by her dog . Young child walks by the side of a walk down a snow sloshed path embedded in water . A child and a dog walking down the street , through melting snow . two companions find their way through the melting snow ."
4622296311.jpg,"Three men and one woman , who is wearing a headscarf , are mounted on scooters with palm trees behind them . Three motorcycles with people on them going either shopping or to work . A group of Middle Eastern adults ride scooters through a city . A group of four people on three scooters stopped . Men riding scooters outside ."
4622326549.jpg,A person on a mini motorbike wearing red garment and a cloth to cover her face riding along a road . A person in a red full body costume is riding a motorcycle . A woman tries to cover her face while riding a moped . A man in a pink outfit riding a black motorcycle . A person wearing a pink robe is riding a bike .
4622334438.jpg,A man in a turban that partially covers his face wearing a blue and light brown robe over a his clothes shows a slight smile as he gazes over to the right . This is an aged middle-eastern man looking to his right while wearing a white robe with gold embroidery . A man in a white turban with a blue shirt on and a plaid shirt underneath . A man is dressed in a turban and a blue and brown robe . A man wears a white turban outside .
4622340284.jpg,A woman drives a bike wearing a white blouse with her brown hair blowing in the wind . A woman with a white shirt and jeans is riding a motorized scooter . Woman with black hair and sunglasses riding a motor scooter . A woman with black hair is riding a motorcycle on a street . A woman is riding a scooter in a middle-eastern country .
4622379849.jpg,A man dressed in a blue running shirt is stretching outside of his apartment before he takes his run . A man in a long-sleeved blue shirt is holding on to an iron fence while he is stretching his legs . A man stretches his leg muscles using the iron fence as leverage . A man stretches while holding onto a metal fence . A man in a blue shirt is stretching .
4622574943.jpg,A man with a backpack standing and resting his bicycle against a couple of mailboxes . A man having some fun in Harlem during one of the celebration holidays of Halloween . A man in a red sweatshirt standing next to a bike and a two mailboxes . A black man is standing on the city sidewalk by the mailbox . A man with a bicycle standing behind some mailboxes .
4622585657.jpg,a female school crossing guard is leaning against a lamp post and waiting for children to approach . Female school crossing guard resting on a street post . A crossing guard is leaning against a light post . A school crossing guard waiting by the street . A school crossing guard to help the children .
4622635648.jpg,"A man in beige clothes is sitting on a bus with a messenger bag slung across his chest , while a woman with a purse stands near him . A man holding a briefcase is seated on public transportation . A man riding public transportation sits holding a black bag . An old man sitting on a bus holding a briefcase . A man holding a briefcase on a subway ."
4622779689.jpg,A blond woman in a brown sweater is standing behind a counter with a display of seafood . A woman in a black shirt stands in front of a counter of seafood . Blond lady with apron inquires about fish at the market A blond woman in brown is selling shrimp . A woman stands with a plastic bag .
4622844183.jpg,A man in a brown striped sweater looks down at a basket of produce . A street vendor cooks under a single light bulb at night . A man is outside cooking food on the street corner . A Chinese chef is preparing a meal . An Asian man is cooking food .
4622860824.jpg,A woman in traditional Muslim wardrobe is riding a scooter . The woman wearing a hijab is driving a scooter . A man is riding a blue scooter through town . A woman is driving a bicycle on the road . A woman in brown rides a moped .
462288558.jpg,"Two brown dogs playing with each other , one has his mouth open biting the other dog . One tag dog biting another tan dog while laying on a bed . A tan dog opens his mouth to bite another tan dog . A pitbull dog is biting another dog on the face . One dog is trying to bite another ."
4622908706.jpg,A person with long hair pushes a young girl with pigtails in a stroller . A woman walking in front a big poster with a toddler in a stroller . A woman pushing a baby carriage strolls by a large advertisement . A woman pushes a kid in a stroller along side a large trailer . A woman and her child walking to a destination .
4622915732.jpg,The lady in the short black skirt is walking with a lady in a short striped dress . Two attractive women stroll down a crowded brick street at night . Two dark-haired women walk through a crowd of people . People walking on a street together . Two women walk down the street .
4622921215.jpg,"A New York City taxi drives past crowds of people on the sidewalks . A taxi is trying to drive on a street amidst a crowd of people . Busy day in a big city , people are all over the place . A taxi cab with a lot of people around the street . Lots of people walking in a city ."
4622993220.jpg,"A young asian woman walks past a blue wall that says "" Post No Bills . "" Woman in white t-shirt walks past blue wall that says "" POST NO BILLS . "" A woman in a white blouse is walking down the street on a sunny day . A Asian woman in a white shirt walking past a blue wall . An Asian woman is walking past a blue wall ."
4622998986.jpg,"Three men , one in a pink shirt , and a woman are crossing the street . Several people are crossing the street at a crosswalk . Three men and a woman cross the street in a busy city . A woman in a black dress walks down the street . A woman carrying a bag crosses the street ."
4623000836.jpg,A group of kids walk down an urban street passing by graffiti and a small car and a couple bicycles . A group of youth pass some vehicles and a graffiti adorned wall as they make their way through town . Group of children walking down sidewalk in front of wall tagged with spray paint . Group of kids walking down the street next to a wall of graffiti . Group of colored people walking the street .
4623003058.jpg,"A woman with brown hair , black jacket , large black sunglasses , and pink scarf walking down the street . A woman in black and wearing sunglasses walking past the tinted windows of a storefront facade . A woman in a black pea coat and sunglasses stands outside of a dimly-lit store . A woman wearing black sunglasses stands outside of a building . A woman in the shadows with a redhead rag around her neck ."
4623009784.jpg,A woman wearing an olive green jacket and navy shirt looks tired as she comes up the steps from the subway . A woman wearing a heart-shaped necklace and a blue shirt is next to a fence . A woman walking on the street wearing a gold necklace and a blue blouse A woman is coming up to street level from the subway . A lady with a gold heart pendant .
4623083754.jpg,Four women with their arms around each other posing for a picture and smiling . A lady in a blue dress is hugging three women . A group of young women poses for a photo . A group of ladies smiling for a picture . Four women posing for a picture .
4623188792.jpg,"Two men stand on a sidewalk next to an ATM sign , one smoking in casual wear , the other drinks a beverage wearing business clothes . A man with a cigarette is listening to another man in dress clothes holding a can . Two men , on smoking , talk outside a street-side restaurant . Two men talking on a sidewalk in a city next to a store . Two men are talking a flower stand ."
4623271447.jpg,A woman wearing a yellow shirt with big sunglasses is walking on a brick paved road . A brunette woman with waist-length hair wears a yellow shirt and large sunglasses . A young woman wearing a yellow top and sunglasses with long dark hair . An attractive woman walking on a street in a yellow shirt . A woman wearing a yellow shirt and sunglasses .
4623271967.jpg,"A man with a camera and belt buckle reading "" AX "" smokes a cigarette . A photographer in blue shirt smoking in the middle of a street . Bald guy smoking a cigarette and holding a camera . Man taking a smoke break from photography . A bald man with a camera smoking ."
4623436283.jpg,People are walking down a grassy hill with a fence behind them . A family hiking down the hill on a cloudy day . Seven teenagers walking through a pasture . A group of people walking by a fence . People walking along the hill .
4623504999.jpg,"Three women in a small dingy room , two of which are standing at a table while one is sitting and looking into a microscope . A man and a woman standing near a desk while another woman sits at the desk looking through a microscope . Their are three women at a desk and the women with the long braid looks in the microscope . Three women all wearing jackets at a desk with one of them looking into a gray microscope . A woman sitting at a desk and looking through a microscope while two other women look on ."
4623589654.jpg,A large group of men line up along the side of a large brick complex beside a field . People are lined up behind the bright yellow steps under the green striped awning . People sit on benches in front of a large building . A group of people standing outside of a building . Long line of people outside large urban building .
4623591448.jpg,The low sun is casting a shadow of the person on the wall behind them . A man with a blue jacket and glasses is sitting on a stool . Older Asian man looks on while sitting in his shop . A man in a blue jackets sits on a stool . A man sitting on a chair in an office .
462383841.jpg,A young woman wearing a bikini and a baseball cap is taking a sunbath floating on the beach A woman floating on a raft in tropical waters in front of a beach . A woman in a bikini and ball cap is sunbathing at a beautiful beach One lady enjoying her floatation device on a clear water beach . A woman relaxes on a float in clear blue water .
4623878062.jpg,A man wearing black clothing and a black hat looking at a woman in a hat chew her finger . A man is looking at a young woman who is wearing a cap and biting her nails . A man and a woman having a conversation and both are wearing hats . A guy is looking at a girl that has a finger in her mouth . A man and women both in hats standing outside .
4623878206.jpg,"A woman in a long green shirt , a yellow backpack , and a bottle of water is walking across a street as a couple follows close behind . A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street . A dark-haired woman wearing a green dress and carrying a yellow backpack crossing a street . A woman with a yellow backpack , a tattoo , a green dress and spandex walks past a couple . A woman with a yellow backpack , tattoos , and a bottle of water walks on the street ."
4623878314.jpg,A man in glasses and a striped shirt walks down the street with one hand in his pocket . a man with a cigarette in hand is looking at a car in front of him . A man wearing a light striped shirt holds a cigarette outside . The man in the striped shirt has a cigarette in his hand . A young man is looking and thinking at the same time .
4623878560.jpg,"A man , likely of asian or pacific Islander ethnicity is walking down a street . A man with long black hair walking down a street in an Asian city . A man with dark hair in a striped shirt walking by a street sign A man in a dress shirt walking down a street in Kuala Lumpar A man takes a walk down the street ."
4624337625.jpg,A person in a light green jacket carries a multicolored umbrella in an outdoor public area . a person with a multicolored umbrella is standing looking at a building . A person in a green jacket is holding a rainbow umbrella . A person standing under an umbrella looking at buildings . A person in a green shirt holding a colorful umbrella .
4624341277.jpg,A man on stilts wearing a giant top hat stares down at a little girl in a red shirt . People walking past man on stilts and a tall black hat entertaining people . A man amusing a woman and girl on leg extensions with a top-hat . Performer on stilts smiles down to little girl . A man on stilts entertaining a young girl .
4624487350.jpg,A man raising or lowering a blue and red garage door next to a nail polish poster . A man in a blue shirt locks a blue shutter next to a nail polish advertisement . A man appears to be closing a gate next to a nail-gloss ad . A man bending to pick something up . A man unlocks a blue garage door .
4624636407.jpg,"A person sits next to light pole that has flags on it with anchors , overlooking a river and a city front on the other side . A person looks at a huge building in front of the water . A person is sitting on a ledge by a river in a city . Across the river , you can see a large building . Woman sitting on a ledge overlooking the water ."
4624956100.jpg,"The young man in the blue shirt holds the ladder for the man in the white shirt in a graffiti-covered alley . A man in a blue shirt is holding a red ladder for a man in a white shirt near a sign that says "" Vanguard "" . A man steadies a red ladder while another man has climbed it . A man in the ladder is repairing something . Two men work with a ladder in Amsterdam ."
462509510.jpg,"An older white-haired man is sitting down in front of someone wearing black pants , black shoes and a red coat- He is polishing the black shoes . A man with a grayish jacket and gray hair is looking at someone 's shoe . A man sitting close to the floor polishes another man 's shoe . A senior sitting on a stone path giving a shoeshine . A man in a red coat is getting his shoes shined ."
4625152980.jpg,"A uniformed color guard officer watches his brown gun prop spin in the air while another does the same behind him . A military man is going through a gun exercise , tossing it in the air , with military men in the background . A man wearing military attire is looking at the gun he has just thrown in the air . Precision is key as this guard throws his gun in the air ready to catch it . A cadet tossing his firearm into the air for during a celebration ."
4625244996.jpg,"A Australian Sheepdog is sitting on a wooden dock , tied to a white sailboat . A long-haired dog is waiting on the pier next to a boat in a marina . A white dog sitting on a dock next to some sailboats . A furry white dog is alone by the marina . A dog on a dock sits alone ."
4625272395.jpg,Three ballet dancers wearing red dance on a red-lit stage . Three women are dancing on a stage bathed in red light . Two ballerinas wearing red and performing on stage . Several ballerinas dressed in red are dancing . two ballerina dancers performing on a stage .
4625380993.jpg,"A construction worker speaks to another construction worker , using his hands to gesture as he speaks . two construction workers wearing orange safety vest are having a heated discussion . Two men wearing orange vests and white hard hats are talking . An elder workman speaking to a younger workman . Two construction workers discuss work ."
4625392581.jpg,A young boy sits atop his dad 's shoulders as his dad grasps his child 's feet so he wo n't fall . A boy with an orange shirt and blue jeans gets a ride on a man 's shoulders . A little boy sitting on the shoulders of a man . Young boy sitting on top of dad 's shoulders . A man is carrying a child on his shoulders .
462555896.jpg,"One female wearing a blue sweatshirt and ski cap is holding a camera and jumping . A woman in a blue sweater , holding a camera , is jumping in a park . A person dressed in blue carrying a camera is jumping in the air . A female photographer jumping for joy in a quiet winter park . A photographer relishes capturing a great shot ."
