,pairID,Flickr30kID,hypothesis,gold_label,explanation
2210,444051472.jpg#1r1c,444051472.jpg,A man tries to frantically run all of his errands on his short lunch hour.,contradiction,People can not be run around while seated.
9611,444051472.jpg#1r1n,444051472.jpg,A businessman enjoys a quiet lunch reading a book on a park bench.,neutral,It is impossible to tell if the man is a businessman or not.
4165,4090827772.jpg#1r1e,4090827772.jpg,A man driving a car.,entailment,man driving a Spyder is same as man driving a car
4370,4090827772.jpg#3r1c,4090827772.jpg,The man is sitting on a recliner.,contradiction,The man can't be riding a motorcycle and sitting on a recliner at the same time.
11903,4090827772.jpg#3r1n,4090827772.jpg,The motorcycle is the world's fastest,neutral,It is not possible to kinow if the motorcycle is the world´s fastest
2875,3685373706.jpg#3r1e,3685373706.jpg,a man with red marks on his body,entailment,"If a man is covered in something, it is on his body."
2879,3685373706.jpg#1r1c,3685373706.jpg,A man in a blazer waving a flag.,contradiction,a shirtless man cannot be wearing blazer
11985,3685373706.jpg#2r1n,3685373706.jpg,A rabid sports fan cheers for his team.,neutral,"The man is cheering for something, but it might not be for a sports team."
2253,405615014.jpg#1r1e,405615014.jpg,There is one person in this picture.,entailment,A person could be a traffic director.
6472,405615014.jpg#0r1c,405615014.jpg,A policeman is wearing a black vest.,contradiction,Green is not black.
12561,405615014.jpg#3r1n,405615014.jpg,A tall person directing.,neutral,though a man is directing we cant conclude that he is a tall person
2270,241109594.jpg#2r1e,241109594.jpg,The black and white dog is outdoors.,entailment,TEH DOG IS SWIMMING OUTDOORS.
2268,241109594.jpg#1r1c,241109594.jpg,A dog is chasing a cat.,contradiction,The dog is either chasing a cat or biting onto a stick.
12267,241109594.jpg#4r1n,241109594.jpg,A big dog swims retrieving a stick.,neutral,A big dog is swimming in water retrieving a stick.
1522,2723785828.jpg#0r1e,2723785828.jpg,Two children has paint on their face.,entailment,"There are two children with face paint sitting, and minus the description of their activity there are two children with paint on their face"
1519,2723785828.jpg#2r1c,2723785828.jpg,The kids are pouring paints on people on the streets.,contradiction,Kids with the painted face are sitting in the street
10497,2723785828.jpg#4r1n,2723785828.jpg,The kids had fun getting their faces painted.,neutral,"The kids may have had fun getting their faces painted, but the boy on the right is not expressing happiness or fun at the time of this photo."
3600,4448279884.jpg#0r1e,4448279884.jpg,A crowd is gathered around a large bonfire.,entailment,"If there is a group of people, there is a crowd."
3601,4448279884.jpg#1r1c,4448279884.jpg,The people are all standing in the ocean.,contradiction,"If the people are all standing in the ocean, they are not gathered around a fire."
12320,4448279884.jpg#0r1n,4448279884.jpg,A crowd gathers around the bonfire to celebrate the team's championship.,neutral,We see a crowd around a bonfire but we don't know if they celebrate their team's championship or something else.
8482,6066650935.jpg#0r1e,6066650935.jpg,A couple of friends go for a bicycle ride.,entailment,A couple of friends are riding a bike on the distance road with their backs
8484,6066650935.jpg#1r1c,6066650935.jpg,A man and woman swim in the ocean alongside one another.,contradiction,People who are bicycling cannot also be swimming in the ocean.
13267,6066650935.jpg#0r1n,6066650935.jpg,Some friends work to improve their physical health by going for a bike ride.,neutral,"There are some people going for a bike ride, which usually does improve physical health, but whether they are friends or not is unknown."
19,4569102627.jpg#3r1e,4569102627.jpg,A girl is holding a glass.,entailment,To be drinking a glass of juice the girl must be holding a glass.
1899,4569102627.jpg#0r1c,4569102627.jpg,A little girl has just fell over to drink a gun juice.,contradiction,Getting ups does not mean she just fell. Apple juice is not gun juice.
17,4569102627.jpg#3r1n,4569102627.jpg,The girl is sitting on a swing.,neutral,The fact that a blond-haired girl drinking a glass of juice doesn't 'imply that the girl sitting on a swing.
2364,3194533056.jpg#2r1e,3194533056.jpg,The africans are enjoying thesmselves,entailment,"Africans are part of the group of Africans. Africans enjoying thesmselves is a misspelling of enjoying themselves, but it is understood that the word should be themselves."
2366,3194533056.jpg#4r1c,3194533056.jpg,The women are strolling along the beach.,contradiction,They cannot be strolling and dancing.
10856,3194533056.jpg#1r1n,3194533056.jpg,People are dancing at a wedding.,neutral,"People are dancing, but there is not enough evidence to conclude that they are at a wedding."
9066,3326249355.jpg#3r1e,3326249355.jpg,A couple are outside.,entailment,If you are on a grassy hill you are outside
12914,3326249355.jpg#2r1n,3326249355.jpg,People are holding their suitcases as they stand by the marker.,contradiction,"People do stand by the marker, but in this image they are not holding their suitcases."
11498,3326249355.jpg#1r1n,3326249355.jpg,A couple take a photo by a sign to remember the name of the city that they spent time in.,neutral,The photo shows a couple taking a photo by a sign however we do not know if their reason was to remember the name of the city they spent time in. They could have taken the picture for other reasons.
5536,1625306051.jpg#0r1e,1625306051.jpg,Two men jump.,entailment,"If two men jump in the air, then the men jump."
5745,1625306051.jpg#1r1c,1625306051.jpg,Two guys in slippers are settling down for the night.,contradiction,"It's implied that the two men are the two guys. They can't be wearing slippers because they're wearing hiking boots. They're also striking martial arts poses, which implies that they aren't settling down."
14411,1625306051.jpg#1r1n,1625306051.jpg,Two guys are getting ready to fight.,neutral,"There is not enough evidence to conclude that the two men are getting ready to fight, although it's possible."
4005,2202059975.jpg#3r1e,2202059975.jpg,Two person is looking at an art piece.,entailment,Two person is looking at an art piece implies two person  are looking down at sculptures on the street.
4006,2202059975.jpg#0r1c,2202059975.jpg,People stand next a bicycle on a corner.,contradiction,A car is not a bicycle.
14283,2202059975.jpg#0r1n,2202059975.jpg,Friends stand around odd car parts.,neutral,"There are several people in the image, but they are standing apart and may or may not be friends.  They appear to be looking at abstract art, but it is unclear if these are car parts or not."
2670,4274214534.jpg#1r1e,4274214534.jpg,A girl is walking her dog.,entailment,"Although the girl is on ice skates she is walking her dog on a leash, so she is walking her dog."
13794,4274214534.jpg#1r1n,4274214534.jpg,The girl is walking her dog on a nice day.,contradiction,"That may not be her dog, the woman is not walking but is on skates, and they day does not look nice."
10882,4274214534.jpg#4r1n,4274214534.jpg,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,neutral,We cant assure the  woman is trying to get her dog to go to the bathroom after it has freshly snowed.
6438,4950889937.jpg#3r1e,4950889937.jpg,The Asian streets are busy.,entailment,A street scene in an Asian community means there are Asian streets.
12704,4950889937.jpg#1r1n,4950889937.jpg,People are walking down a street holding homemade signs.,contradiction,"People are indeed walking down a street, but there are no homemade signs in evidence."
13748,4950889937.jpg#4r1n,4950889937.jpg,A great street.,neutral,This is a street but the descriptor great is subjective.
1685,3245460937.jpg#1r3e,3245460937.jpg,A boy jumps.,entailment,Jumps is the same as jumping.
1688,3245460937.jpg#1r4c,3245460937.jpg,The boy is smashing pumpkins.,contradiction,Jumping to hit a ball and smashing pumpkins cannot be done at the same time.
10610,3245460937.jpg#1r3n,3245460937.jpg,A boy hits a ball.,neutral,A boy hits in something
1251,2127166904.jpg#1r1e,2127166904.jpg,A guy is interested in a camera and it is chilly outside.,entailment,THE MAN IN LOOKING AT THE CAMERA.
10329,2127166904.jpg#4r1n,2127166904.jpg,Four girls talking while shopping for shoes.,contradiction,Two men and two girls are talking while shopping for groceries.
13494,2127166904.jpg#0r1n,2127166904.jpg,The man has run into a group of his friends at Walmart.,neutral,"Even though the man seems to be conversing in a group, one cannot tell whether they're his friends."
8488,2209751.jpg#3r1e,2209751.jpg,People are standing by a car.,entailment,Four men are people and yellow car is a car
8487,2209751.jpg#3r1c,2209751.jpg,Four men are sitting in a restaurant.,contradiction,Four men can not be standing and sitting simultaneously. Four men can not be in a restaurant if they are standing near a car.
11909,2209751.jpg#2r1n,2209751.jpg,A car is being waxed in preparation for an ad.,neutral,A car does appear to be featured in a ad but we cannot see it being waxed
6091,3344040145.jpg#1r1e,3344040145.jpg,They are outside.,entailment,Pointing and exclaming on a snowy hill side means they are outside
6094,3344040145.jpg#2r1c,3344040145.jpg,The woman is calm,contradiction,"If one is panicking, one is not calm."
6016,3344040145.jpg#4r1n,3344040145.jpg,A woman is skiing down a large hill.,neutral,Skiing does not imply skiing down a large hill.
4135,6218244928.jpg#2r1e,6218244928.jpg,A group of people on a boat,entailment,people are on boat shows that the workers are working around  the boat
6659,6218244928.jpg#1r1c,6218244928.jpg,several men are in the desert,contradiction,The men can not be on a boat and in the desert at the same time
11777,6218244928.jpg#3r1n,6218244928.jpg,Some people are getting ready to fix a broken ship.,neutral,The people could be preparing to fix a broken ship or not.
6946,3316725440.jpg#1r1e,3316725440.jpg,They took a picture of a bicycle racer.,entailment,bicycle racer take part in bicycle races
4396,3316725440.jpg#2r1c,3316725440.jpg,A man is walking through the woods.,contradiction,A man is either rides a bike through a course or walking through the woods.
9944,3316725440.jpg#1r1n,3316725440.jpg,The bicyclist is racing.,neutral,"The image shows a bicyclist on a track, might be a stunt not a race."
6469,2047543321.jpg#4r1e,2047543321.jpg,An individual is working in the midst of debris.,entailment,"""Cleaning up a demolition site"" implies ""working in the midst of debris""."
6549,2047543321.jpg#1r1c,2047543321.jpg,A worker is eating lunch.,contradiction,The worker is probably not eating lunch if they have a hose in their hand.
14653,2047543321.jpg#3r1n,2047543321.jpg,The man is a construction foreman.,neutral,We cant assure that the man is a construction foreman.
13875,74759622.jpg#2r1n,74759622.jpg,The janitor completes the bathroom cleaning.,entailment,It looks like the janitor holding a toilet brush and a cup of coffee so he probably just completed cleaning.
9304,74759622.jpg#0r1n,74759622.jpg,A man may have created a monster too unwilling to be flushed.,contradiction,First subject is a guy is standing in front of a toilet.   The next is a man and he is unwilling.
10482,74759622.jpg#3r1n,74759622.jpg,He is in the bathroom to drink.,neutral,We cant assure that He is in the bathroom to drink.
9495,19469520.jpg#1r1e,19469520.jpg,A group of cyclists racing.,entailment,Cyclists that are racing would be at a race.
6327,19469520.jpg#4r1c,19469520.jpg,The cyclists are all sitting in canoes.,contradiction,"If cyclists are sitting in canoes, they do not await the start of a race."
14698,19469520.jpg#0r2n,19469520.jpg,The competitors are nervous.,neutral,Hard to say if the competitors are nervous or excited.
3044,3072074170.jpg#3r1e,3072074170.jpg,a man is outside,entailment,A man is performing the action of standing outside.
588,3072074170.jpg#1r1c,3072074170.jpg,The man is doing pull ups.,contradiction,The man can't be doing a one handed handstand and pull ups at the same time.
10770,3072074170.jpg#4r1n,3072074170.jpg,the man is happy in the ggrass,neutral,The man is in the grass but it is difficult to ascertain his mood.
7491,852427632.jpg#0r1e,852427632.jpg,The woman in the cowboy hat is riding a horse.,entailment,A woman in a cowboy hat holding a rope and riding a horse means the woman in the cowboy hat is riding a horse.
7492,852427632.jpg#4r1c,852427632.jpg,A bull is riding a woman and chasing a horse.,contradiction,A woman cannot corral a bull if a bull is riding a woman.
13273,852427632.jpg#2r1n,852427632.jpg,The girl is going to rope the steer.,neutral,We cant assure  the girl is going to rope the steer.
6194,6774537791.jpg#3r1e,6774537791.jpg,An athlete hangs in the air next to a machine.,entailment,Athlete hangs in the air is actually skier.
6192,6774537791.jpg#4r1c,6774537791.jpg,The snowboarder is getting nice turns in.,contradiction,"Either a skier is getting nice jumps,  or a snowboarder is getting nice turns."
14478,6774537791.jpg#3r1n,6774537791.jpg,The athlete is about to crash land.,neutral,"The athlete is about to land,  We cannot see if the athlete will crash."
801,6925158300.jpg#4r1e,6925158300.jpg,The people are concentrating on their screens.,entailment,Gamers are people and if they are focusing on their screens they are also concentrating
97,6925158300.jpg#1r1c,6925158300.jpg,A group of people are playing Dungeons and Dragons at a table.,contradiction,If a group of computer gamers are laying on the computer they are not playing at the table.
10800,6925158300.jpg#0r1n,6925158300.jpg,A group of college students play World of Warcraft in their dorm room.,neutral,We cant assure that A group of college students play World of Warcraft in their dorm room.
4825,4316585644.jpg#0r1e,4316585644.jpg,A woman taking a photo of a red car,entailment,Photo is a kind of picture.
4824,4316585644.jpg#0r1c,4316585644.jpg,A woman spying on her ex,contradiction,ex is someone past lover and car is not an ex.
10982,4316585644.jpg#2r1n,4316585644.jpg,A woman is taking pictures at a car show.,neutral,"While there is a woman in the picture, it is unclear if she is taking a picture.  Likewise, while there are cars in the picture, it is unclear if if is a car show."
7754,4180952377.jpg#0r1e,4180952377.jpg,It is cold outside.,entailment,It is cold because of this the man keeps warm with a hat and sweatshirt.
7933,4180952377.jpg#2r1c,4180952377.jpg,An elderly man runs over a curb.,contradiction,One cannot be working on a car  as he runs over a curb.
12555,4180952377.jpg#1r1n,4180952377.jpg,The old man is a good mechanic.,neutral,"We cant assure that, the  old man is a good mechanic."
9264,4333374998.jpg#4r1e,4333374998.jpg,There is a door.,entailment,There is a child inside who is looking out through a closed door.
9263,4333374998.jpg#4r1c,4333374998.jpg,The child is asleep.,contradiction,The child cannot simultaneously be asleep and looking out
11845,4333374998.jpg#1r1n,4333374998.jpg,A kid waiting at the door for his dad to return from his trip to get smokes 3 years ago.,neutral,we cant assure that  A kid waiting at the door for his dad to return from his trip to get smokes 3 years ago.
5104,20702864.jpg#1r1e,20702864.jpg,People are outside.,entailment,A sidewalk is outside.
5105,20702864.jpg#1r1c,20702864.jpg,People are drinknig pepsi at the superbowl.,contradiction,"One cannot be at the superbowl and on the sidewalk simultaneously. Usually, one cannot be using jackhammers and drinking pepsi at the same time."
9683,20702864.jpg#0r1n,20702864.jpg,A man is waiting on his friend.,neutral,Picture shows there are some men walking but no indication if they are waiting or if they are finding their friends.
10480,1112334131.jpg#0r4n,1112334131.jpg,The woman is walking behind a photo being taken.,entailment,Woman is in the background of a photo of a boy eating ice cream and making a face.
7300,1112334131.jpg#1r4c,1112334131.jpg,A woman is wearing an orange hat and eating a cookie.,contradiction,A boy is not a woman.
14497,1112334131.jpg#0r2n,1112334131.jpg,"A little boy is standing with ice cream, in front of his mom.",neutral,An woman looks at the camera while she is a few yards behind the boy with an ice cream cone.
11663,3262645599.jpg#0r1n,3262645599.jpg,THe men are fishermen.,entailment,Two fishermen are sorting the nets.
3222,3262645599.jpg#1r1c,3262645599.jpg,Three people are making pies.,contradiction,Two fishermen does not mean three people.
14602,3262645599.jpg#3r1n,3262645599.jpg,fishermen are getting ready for thie day,neutral,"These fishermen may be finishing up for thie day, rather than getting ready."
1258,3728015645.jpg#1r1e,3728015645.jpg,A skateboarder is in the park.,entailment,A city skate park is a park.
1261,3728015645.jpg#4r1c,3728015645.jpg,The man on skates is the President of the Unites States,contradiction,President of the United States never skates in midair
14342,3728015645.jpg#1r1n,3728015645.jpg,A skateboarder competes in a local contest.,neutral,we cant assure that A skateboarder competes in a local contest.
7744,137444466.jpg#3r5e,137444466.jpg,Multiple people gather together.,entailment,A large crowd is a form of multiple people together.
7749,137444466.jpg#0r1c,137444466.jpg,Nobody is in line.,contradiction,If there is a line of people it is not true that nobody is in line.
13746,137444466.jpg#2r1n,137444466.jpg,People are gathered for a mayors speech in a courtyard plaza,neutral,"Although there are many people gathered, it is unclear if they are there for a mayors speech."
6734,135444196.jpg#3r1e,135444196.jpg,A woman is walking in a street.,entailment,woman is with a young boy
8768,135444196.jpg#1r4c,135444196.jpg,A man is eating a cake.,contradiction,A woman cannot become a man.
12381,135444196.jpg#0r2n,135444196.jpg,An African American in a red top and white and brown skirt walks in front of a man in a blue shirt.,neutral,"The long maxi cotton skirts and wraparounds with the traditional prints, floral prints, multicoloured skirts are usually worn with blue, white or black plain tank tops"
6065,3041642723.jpg#3r1e,3041642723.jpg,A group of teenagers outside.,entailment,house is outside.
6063,3041642723.jpg#3r5c,3041642723.jpg,Teenagers are skateboarding.,contradiction,sit is contradictory to skateboarding
11975,3041642723.jpg#3r2n,3041642723.jpg,teenagers have a party,neutral,We cannot tell if these teenagers are having a party.
11355,2422482455.jpg#0r1n,2422482455.jpg,the man and dog were outside,entailment,the dog and the man are outside.
1993,2422482455.jpg#0r1c,2422482455.jpg,the woman took her cat to the vet,contradiction,A person who prepares to throw a stick is not taking her cat to the vet.
10303,2422482455.jpg#3r1n,2422482455.jpg,A person is playing catch with a dog.,neutral,There is a person playing with a dog and she is holding and object but you cannot determine whether she is playing catch with the dog.
5502,499165634.jpg#0r1e,499165634.jpg,A woman is eating.,entailment,In order to be eating lunch she is eating.
787,499165634.jpg#2r1c,499165634.jpg,A woman wearing contacts and a tank-top drinking a coke.,contradiction,"Glasses are not the same as contacts, a sweater is a different article of clothing than a tank top, and you cannot eat a coke, you drink it."
11050,499165634.jpg#2r1n,499165634.jpg,A woman in blue glasses and a white sweater is eating a salad.,neutral,A woman in blue glasses and a white sweater is eating something other than a salad.
8197,5896386113.jpg#0r1e,5896386113.jpg,A woman is hanging up clothes.,entailment,The clothes the woman is hangings in a neighborhood.
8195,5896386113.jpg#2r1c,5896386113.jpg,An older woman is putting clothes in a dryer.,contradiction,One cannot be putting clothes in a dryer and hanging clothing on a clothesline at the same time.
9806,5896386113.jpg#4r1n,5896386113.jpg,A tall woman hanging whites.,neutral,Whether or not the woman is tall is a matter of perspective-there is no actual evidence pointing to the woman being tall or being very short.
1039,423782935.jpg#0r1e,423782935.jpg,There are two men.,entailment,"There are two men, one on the bulldozer pouring in liquid and another standing and watching."
7813,423782935.jpg#2r1c,423782935.jpg,Both men are blind.,contradiction,"If both men are blind, a man cannot watch another man add liquid, and a blind man cannot add liquid to a compartment."
13025,423782935.jpg#2r1n,423782935.jpg,One of the men knows about mechanics.,neutral,We dont know if the one man on the forklift knows about mechanics
118,4838943023.jpg#3r1e,4838943023.jpg,The father has taken photos.,entailment,Father has taken pictures of his sons.
4415,4838943023.jpg#0r1c,4838943023.jpg,The man is lying in bed.,contradiction,He can't be both looking down at his camera and lying in bed.
13902,4838943023.jpg#3r1n,4838943023.jpg,The sons are not babies.,neutral,We cant assure that They are sons
2781,2113996953.jpg#4r1e,2113996953.jpg,A person is outside.,entailment,A woman is a person.
10282,2113996953.jpg#4r1n,2113996953.jpg,There are lots of apple and oranges.,contradiction,"There are not apples or oranges in the picture, rather the woman is sitting next to two baskets of bananas."
9851,2113996953.jpg#2r1n,2113996953.jpg,a lady is selling her bananas,neutral,A lady with some bananas
4108,3362592729.jpg#1r1e,3362592729.jpg,Two dancers have tossed battons.,entailment,with battons doesn't mean that the were tossed
13664,3362592729.jpg#1r1n,3362592729.jpg,Two dancers are wearing black outfits and pink shoes.,contradiction,The dancers are wearing black outfits but not pink shoes.
10652,3362592729.jpg#3r1n,3362592729.jpg,Two homeless women are looking up at the stars.,neutral,It is not known if homeless
8066,247189554.jpg#2r5e,247189554.jpg,A man sits towards the camera.,entailment,Towards the camera is the same as facing the camera.
13936,247189554.jpg#2r3n,247189554.jpg,Someone is holding a large black camera.,contradiction,The man is not holding a large black camera.
10295,247189554.jpg#3r1n,247189554.jpg,The man is meditating.,neutral,"The man is sitting in a typical meditating position, but it can't be known whether he is indeed meditating, or if he is just comfortable sitting that way"
642,3427233064.jpg#3r1e,3427233064.jpg,There is a horse and a girl.,entailment,"The girls is watching a horse therefore, there is a horse and a girl."
640,3427233064.jpg#2r1c,3427233064.jpg,A thief steals a horse through a gap in the fence.,contradiction,It's actually hard for a thief to steal while the girl is watching from the other side.
12588,3427233064.jpg#2r1n,3427233064.jpg,A little girl dreams of owning her own horse.,neutral,A young girl is standing on the gate looking at  the horses inside. No way of knowing whether she is dreaming of owning a horse.
1753,3334866049.jpg#2r1e,3334866049.jpg,A boy is walking.,entailment,"A young boy walks across tracks in the snow, while in the same instant couldn't just be aboy is walking."
1125,3334866049.jpg#3r1c,3334866049.jpg,A man is dancing,contradiction,The subject is either a man dancing or a child walking.
10761,3334866049.jpg#4r1n,3334866049.jpg,A child is playing in the snow.,neutral,"A child is in the snow, but we don't know if they are playing or just walking somewhere."
14227,5196783191.jpg#4r1n,5196783191.jpg,There is a show in a live theater for millions of people.,entailment,I believe there is enough information in the picture to confirm that a show is being performed in a theater in front of a large group of people.
3742,5196783191.jpg#4r1c,5196783191.jpg,A show is not being put on in the theater.,contradiction,"The show can either be being put on or not being put on, it cannot do both simultaneously."
14349,5196783191.jpg#1r1n,5196783191.jpg,The guy with blue hair is the lead singer.,neutral,There is a singer with blue hair and may not be lead singer.
5167,6043589490.jpg#2r1e,6043589490.jpg,Woman in the woods,entailment,The forest is a form of woods.
3436,6043589490.jpg#4r1c,6043589490.jpg,A man chopping wood.,contradiction,"If you're a women brushing your teeth, you cannot also be a man chopping wood at the same time."
12084,6043589490.jpg#0r1n,6043589490.jpg,Some lady is brushing her teeth and washing her pierced face.,neutral,The picture doesn't show her washing her pierced face.
9122,4540165999.jpg#0r1e,4540165999.jpg,Someone is carrying an umbrella on a walk.,entailment,A woman walking holding an umbrella is someone carrying an umbrella on a walk.
8479,4540165999.jpg#1r1c,4540165999.jpg,Women walk with bikinis on a sunny day.,contradiction,Fur coat is different to bikinis.
11591,4540165999.jpg#4r1n,4540165999.jpg,People are walking to the fair.,neutral,People are walking
8306,2471447879.jpg#4r1e,2471447879.jpg,The girl is climbing,entailment,climbing is another form of climbs
3799,2471447879.jpg#2r1c,2471447879.jpg,A little girl is standing by a climbing wall watching others climb,contradiction,A girl is either climbing up a wall or standing by it.
12563,2471447879.jpg#1r1n,2471447879.jpg,A girl is rock climbing for an event,neutral,"There is a girl inside rock climbing. She might be doing it for an event, or she might be doing it just for fun."
7533,3259229498.jpg#0r1e,3259229498.jpg,Someone is performing on stage.,entailment,A lecturer can be performing on a stage.
7532,3259229498.jpg#0r1c,3259229498.jpg,A band is performing on stage.,contradiction,A lone performer does not constitute a band
13481,3259229498.jpg#0r1n,3259229498.jpg,A large crowd has gathered just to hear this speaker.,neutral,there is not a large number of people in the audience
3638,4603099757.jpg#4r1e,4603099757.jpg,A women is squinting,entailment,The woman is wearing a yellow t-shirt.
3704,4603099757.jpg#1r1c,4603099757.jpg,A blond woman in a yellow clown car,contradiction,A yellow shirt is different from a yellow clown car.
10515,4603099757.jpg#0r1n,4603099757.jpg,The handbag has cosmetics inside.,neutral,The woman has an handbag but we cannot know if there is cosmetics inside.
5442,4937441878.jpg#0r4e,4937441878.jpg,A woman is in a car.,entailment,Woman in the car is hanging out the window.
14073,4937441878.jpg#0r2n,4937441878.jpg,A woman hanging out of a window trying to see what is in the tree ahead of her.,contradiction,"I can see a woman outside leaning on a car door window, but she is not hanging out of it."
12394,4937441878.jpg#1r1n,4937441878.jpg,A woman is entertaining a crowd of people,neutral,It's impossible to tell whether or not the woman in this picture is actually entertaining a crowd of people. She is simply pictured around a crowd of people.
5690,7472814756.jpg#3r1e,7472814756.jpg,Three sailboats are sailing through the water.,entailment,sailing through the water implies passing a bridge.
5691,7472814756.jpg#2r1c,7472814756.jpg,A sailing team is playing golf.,contradiction,"A group of people performing a water rescue cannot be playing golf, playing golf is done on land."
13643,7472814756.jpg#4r1n,7472814756.jpg,sailboats in a race in the summer,neutral,Sailboats can be in a race anytime other than summer.
14439,4631804601.jpg#4r1n,4631804601.jpg,An artisan mastering his craft.,entailment,An artisan is working with his tools to master his craft.
3261,4631804601.jpg#2r1c,4631804601.jpg,The male is lifting weights.,contradiction,One does not wear typically wear boots to lift weights.  One cannot be doing woodwork and lifting weights at the same time.
11073,4631804601.jpg#3r1n,4631804601.jpg,The man is an artist.,neutral,"I consider this to be neutral, because the man is clearly making something, but I can't tell if he is making something for practical usage or art. Plus if he is making a piece of art, does that necessarily make him an artist by trade? It might just be that this is a small hobby of his."
1566,3221036999.jpg#1r1e,3221036999.jpg,A PERSON IS RIDING A SKATEBOARD ON A RAMP.,entailment,A skateboarder would have to be riding a skateboard to do a trick on the skateboard ramp.
1569,3221036999.jpg#2r1c,3221036999.jpg,A man is performing tricks on a scooter.,contradiction,The man cannot be performing the skateboard jump if he is performing tricks on  the scooter.
9950,3221036999.jpg#2r1n,3221036999.jpg,A man is in a skateboard competition.,neutral,The man could be in a skateboarding competition but there does not show the competition.
8135,7353914844.jpg#2r1e,7353914844.jpg,The kayakers are outdoors.,entailment,"in order to be kayaking, they have to be outdoors"
2646,7353914844.jpg#0r1c,7353914844.jpg,Three people are fishing peacefully on a quiet corner of a lake.,contradiction,One cannot pause and be fishing at the same time. There is either a river or a lake.
12412,7353914844.jpg#3r1n,7353914844.jpg,Men are kayaking in rough water in the ocean.,neutral,"This picture does show men kayaking, but there is no way to know where they are."
2650,4857558207.jpg#0r1e,4857558207.jpg,Mother and child come face to face for the first time.,entailment,embracing implies face to face for the first time or welcome with open arms.
2651,4857558207.jpg#0r1c,4857558207.jpg,A grandmother holding her 2nd grandchild for the first time.,contradiction,They are either the mother or the grandmother of the child.
14620,4857558207.jpg#3r1n,4857558207.jpg,A woman is showing her newborn baby to her family.,neutral,Whether she is showing the baby to her family or to her friends or to anyone at all is unclear in this photo.
8823,2743465453.jpg#3r1e,2743465453.jpg,The waiter is in a restaurant.,entailment,"A waiter might be described as a man in an apron, and if he is standing by a table, he is likely in a restaurant."
8825,2743465453.jpg#2r1c,2743465453.jpg,The man is taking a much needed break.,contradiction,If he is preparing the table then he wouldn't be taking a break.
9794,2743465453.jpg#1r1n,2743465453.jpg,A woman preparing for a Christmas feast.,neutral,we cant assure a woman preparing for a Christmas feast.
7613,3745474894.jpg#3r1e,3745474894.jpg,The youths are outside.,entailment,A field of grass is outside.
8704,3745474894.jpg#0r1c,3745474894.jpg,The younger people are inside the house.,contradiction,a house and grass are not the same.
13585,3745474894.jpg#0r1n,3745474894.jpg,The younger people are having a picnic.,neutral,Younger people are present in the picture but there is no evidence of them having a picnic.
13439,3063544435.jpg#4r1n,3063544435.jpg,the people are outside,entailment,"This is a photo of people in a boat on the water, clearly outside."
2283,3063544435.jpg#1r1c,3063544435.jpg,A team of skydivers jump from the rescue plane.,contradiction,Rowers propelling their boat in the water could not be skydivers jumping from the rescue plane.
11404,3063544435.jpg#2r1n,3063544435.jpg,A group of friends are kayaking away from the city.,neutral,"This is a group of people who appear to be kayaking away from the city, but they may not be friends. They may be or they could just be teammates."
7923,4751250311.jpg#3r1e,4751250311.jpg,Dark skinned man moving,entailment,Black usually means dark skinned. Walking is a form of moving.
7924,4751250311.jpg#3r1c,4751250311.jpg,The man is lifiting,contradiction,walking and lifting are different actions
12635,4751250311.jpg#1r1n,4751250311.jpg,a smart man walks down the sreet,neutral,A man walking down the street does not give you any information on his intelligence.
3923,1157215900.jpg#0r2e,1157215900.jpg,A person enjoying fresh air and the aromas of bakery items.,entailment,"A woman is enjoying fresh air because the marketplace is outside, and must be close enough to smell the aroma of the bread."
3925,1157215900.jpg#0r4c,1157215900.jpg,The woman is eating a tomato.,contradiction,The woman in the marketplace is not eating.
10579,1157215900.jpg#0r4n,1157215900.jpg,The woman is selling bread.,neutral,"This may be a woman or it could be a man, it is unclear from this picture which is true.  Whether this person is selling bread or just hanging out is unclear."
4377,1015118661.jpg#1r5e,1015118661.jpg,A little boy watches a man stack stones to build a wall.,entailment,The boy is standing in the street as he watches a man.
4385,1015118661.jpg#2r1c,1015118661.jpg,A kid plays with toys in the living room.,contradiction,A boy cannot be walking in the street while he plays with toys in the living room.
9095,1015118661.jpg#0r3n,1015118661.jpg,A father stands proudly behind his son who is wearing a white shirt and jeans.,neutral,not every father is proud
3144,5988551357.jpg#0r1e,5988551357.jpg,A clown lies on a horse.,entailment,Circus shows that there is a clown.
9534,5988551357.jpg#2r1c,5988551357.jpg,The cowboy rode the bull to the buzzer.,contradiction,"If you are riding something, you have not fallen off"
6266,5988551357.jpg#4r1n,5988551357.jpg,The horse is brown.,neutral,Not all horses are brown.
11577,3019609769.jpg#0r1n,3019609769.jpg,Parents and their children are taking a walk.,entailment,The photo does show a family taking a walk.
12350,3019609769.jpg#1r1e,3019609769.jpg,A group ofwomen  are walking down a muddy road passing by some barb-wire.,contradiction,"Although passing by barb-wire, the group is not exclusively made up ofwomen. In addition, the road is not muddy."
9766,3019609769.jpg#2r1n,3019609769.jpg,A family has been evicted.,neutral,Just because the people are carrying bags doesn't mean they were evicted.
3674,516360813.jpg#0r1e,516360813.jpg,A man is showing children how to carve wood.,entailment,Kids are the same as children and if they are around him then he is showing them.
