Unnamed: 0,pairID,Flickr30kID,hypothesis,gold_label,explanation,generated_caption,predicted_label
8194,3669527584.jpg#1r1c,3669527584.jpg,The woman is getting ready for bed,contradiction,One cannot poses in ornate ceremonial posing when they're getting ready for bed.,"The image shows a woman dressed in elaborate traditional Indian dance attire. She is mid-performance, likely engaged in a dance form like Bharatanatyam or Odissi, as evidenced by her graceful pose and hand gestures. She is wearing a dark red sari adorned with intricate embroidery, a jeweled headpiece, armbands, and a circular belt decorated with reflective discs. Her makeup is dramatic, featuring dark eyes and red nails. The background appears to be an outdoor event space with a white tent or canopy.",contradiction
13744,3669527584.jpg#0r4n,3669527584.jpg,An Indian lady is wearing a beautiful outfit.,neutral,we cant assure that  An Indian lady is wearing a beautiful outfit.,"The image shows a woman, likely a dancer, performing a classical Indian dance. She is dressed in a richly decorated outfit consisting of a dark red or maroon sari adorned with silver and white embellishments. She wears a complex headpiece, jewelry including necklaces, bracelets, and rings, and a decorative belt with small, shiny discs. Her makeup is dramatic, with accentuated eyes. Her hair is styled in a traditional manner. She is in a stage setting, possibly outdoors.",entailment
5142,3815318559.jpg#0r1e,3815318559.jpg,A person is in a car.,entailment,"If a person is riding in a car, they are in a car.","The image shows a red Suzuki Jimny SUV parked on a paved road. A person is seated inside the driver's seat, wearing a hat and sunglasses. The vehicle has a large rooftop cargo carrier filled with what appear to be camping supplies. There is a ""Mongol Rally"" sticker on the side of the car, indicating it's participating in the Mongol Rally. A white picket fence and bushes are visible in the background.",entailment
13684,3815318559.jpg#0r1n,3815318559.jpg,"A man wearing a top hat, driving a red Camaro and looking out the window.",contradiction,The man is not driving a Camaro.,"The image shows a red Suzuki Jimny SUV parked on a paved road. A man is sitting in the driver's seat, wearing a baseball cap and sunglasses. The vehicle has a large roof rack packed with what appear to be camping gear. A sign on the side of the vehicle reads ""Mongol Rally 2022."" There is a white picket fence and some bushes in the background.",contradiction
12929,3815318559.jpg#1r1n,3815318559.jpg,A person wanted to cruise down the beach highway to distress himself.,neutral,The person might be cruising for some other purpose and not to distress himself.,"The image shows a red Suzuki Jimny SUV parked on a paved road. The vehicle has a roof rack loaded with what appears to be camping gear, including a large tent and sleeping bags. A person is sitting behind the wheel, wearing a hat and sunglasses, and a sign on the side of the vehicle reads ""Mongol Rally 2022"". The surrounding environment includes a white picket fence and flowering bushes, suggesting a rural or suburban setting.",neutral
7251,4152957260.jpg#1r1e,4152957260.jpg,An old woman is carrying plants.,entailment,An old woman could also be described as elderly; she is carrying plants.,"The image shows a long, yellow suspension bridge with a walkway. A woman, appearing elderly, is walking across the bridge. She is carrying several potted plants on her head and another on her back. The background features a green landscape and what appears to be a small building or structure on the far side of the river.",entailment
7250,4152957260.jpg#1r1c,4152957260.jpg,A young woman is carrying plants.,contradiction,The woman can't be young and elderly at the same time.,"The image shows a woman walking across a yellow suspension bridge. She is wearing a skirt and carrying two large bunches of plants on her head and shoulders. The bridge extends into the background, with a river and greenery visible beyond. There is a partially constructed concrete structure visible on the far side of the bridge.",contradiction
12733,4152957260.jpg#2r1n,4152957260.jpg,The bridge is brand new.,neutral,It is difficult to tell from just a picture if the bridge is new.,"The image shows a suspension bridge with yellow support pillars. A woman is walking across the bridge, carrying a basket filled with leafy plants on her head and another basket on her back. She is wearing a patterned skirt and top. In the background, there is a river and vegetation, and a partial view of a concrete structure possibly a dam or wall. The bridge appears to be well-used and has some signs of wear and age.",contradiction
6023,2265106886.jpg#4r1e,2265106886.jpg,A lady with veggies.,entailment,"If the lady gathers vegetables, she then has the veggies.","The image shows a woman sitting on the ground outdoors, likely in a market setting. She is wearing traditional clothing including a headscarf and a patterned shawl. Around her are numerous bags filled with various vegetables and produce, including onions, potatoes, cabbage, and herbs. There is also some packaged goods and containers visible among the bags. In the background, another woman can be seen. The ground is paved.",entailment
3947,2265106886.jpg#0r1c,2265106886.jpg,A woman sells puppies.,contradiction,If she is selling vegetables she is not selling puppies.,"The image shows a woman sitting on the ground outdoors, likely in a street or alleyway. She is surrounded by a pile of fresh produce, including vegetables like onions, cabbage, potatoes, and herbs. Several plastic bags filled with goods are scattered around her. In the background, there are other people, including a woman wearing a robe and standing near a doorway. The scene appears to be a market or a street-side sales activity.",contradiction
13301,2265106886.jpg#2r1n,2265106886.jpg,The woman is sitting outside.,neutral,we cant assure that The woman is sitting outside.,"The image shows a woman sitting on the ground outdoors, likely in a street or alleyway. She is surrounded by a large assortment of fresh produce, including vegetables like potatoes, onions, cabbage, and herbs. Several plastic bags and other items are scattered around her. A second woman is partially visible in the background, and a doorway is visible to the left. The setting appears to be a street scene in a possibly Middle Eastern or North African location, given the woman's clothing and the type of goods displayed.",entailment
11986,2219805467.jpg#4r1n,2219805467.jpg,A dog is playing with a ball by the ocean.,entailment,There is clearly a dog playing with a ball in its mouth near the ocean.,"The image shows a medium-sized, sandy-colored dog running on a wet beach. The dog is holding a yellow tennis ball in its mouth and appears to be in motion. There is a body of water (likely the ocean) in the background, and the beach surface is wet.",entailment
5472,2219805467.jpg#3r1c,2219805467.jpg,A dog carries a bird in it's mouth.,contradiction,Dog cannot carries a bird and ball in it's mouth simultaneously.,"The image shows a medium-sized, sandy-colored dog running on a beach. The dog is wet and appears to be enjoying itself, carrying a yellow tennis ball in its mouth. Water is splashing around the dog's legs. There is a dark object (possibly a rock or piece of driftwood) on the sand in the foreground.",contradiction
13322,2219805467.jpg#1r1n,2219805467.jpg,A dog playing fetch with a yellow ball at the beach.,neutral,There is a dog playing fetch with a yellow ball but it is unclear whether he is at the beach or running through snow.,"The image shows a medium-sized, tan-colored dog running on a wet sandy beach. The dog is holding a yellow tennis ball in its mouth and appears to be in motion, likely chasing or retrieving the ball. Water splashes around the dog's paws, indicating it is running through shallow water. The background is blurred and shows the ocean.",entailment
943,3529333786.jpg#1r1e,3529333786.jpg,A man is looking at a computer screen,entailment,Looking and viewing are the same thing,"The image shows a man sitting at a desk, legs crossed with one foot resting on a can of soda. He is wearing shorts, sandals, and a t-shirt. Several cans of soda are visible on the desk, along with a water bottle and other items. A computer monitor is visible in the background, and a warning sign about eye protection is posted nearby. The man is wearing a watch on his wrist and appears to be relaxed, with his head tilted back.",entailment
942,3529333786.jpg#2r1c,3529333786.jpg,The woman in the dress is working at her cubicle.,contradiction,There is no reference of a woman in the original description of man in the black shirt relaxing at a desk.,"The image shows a man sitting in a chair, with his legs crossed and feet resting on a desk. He is wearing shorts, a t-shirt, and sandals. There are several unopened cans of soda on the desk, along with a bottle of what appears to be juice or water. A computer monitor is visible on the wall behind him, and there is a sign reading “DANGER: EYE PROTECTION REQUIRED BEYOND THIS POINT”. A clock is on the wall as well. The man is wearing a wristwatch.",contradiction
940,3529333786.jpg#3r1n,3529333786.jpg,A man sitting at his desk with empty Dr. Pepper cans.,neutral,Not all sodas are Dr. Pepper.,"The image shows a man sitting at a desk in what appears to be an office setting. He is wearing shorts, sandals, and a white t-shirt. His legs are crossed and resting on the desk. Several opened cans of Dr. Pepper (red and green) are visible on the desk, and some appear to be empty. There is a computer screen, a clock, and a ""Danger: Eye Protection Required"" sign on the wall in the background. A watch is visible on his wrist.",entailment
8785,4668948309.jpg#2r1e,4668948309.jpg,People looking down.,entailment,People means several people and they are all looking down.,"The image shows a group of people standing in a modern, somewhat sterile-looking hallway or corridor. They are positioned facing a large, blank wall, which appears to be a muted beige color. The lighting is bright and comes from recessed lights in the ceiling, creating a strong contrast between the illuminated areas and the shadowed figures. The people are silhouetted against the light, making it difficult to discern details about their clothing or appearance. They are all facing forward, appearing to be looking down at something or someone.",entailment
8783,4668948309.jpg#3r1c,4668948309.jpg,The people are all wearing white clothes.,contradiction,White and black are different colors.,"The image shows a group of people standing in a hallway or corridor, looking at a blank, light pink wall. They are silhouetted against the bright light above, and are dressed in a variety of dark-colored clothing – shirts, jackets, and pants. The architecture consists of concrete walls and a ceiling with rectangular light fixtures.",contradiction
14067,4668948309.jpg#0r1n,4668948309.jpg,People at a party looking over a balcony.,neutral,"People are looking over a balcony, but there is not enough evidence to conclude that they are at a party.","The image shows a group of people standing in a modern, dimly lit space, likely a lobby or hallway. They are all facing a large, blank, light-colored wall. The architectural features include a concrete ceiling with recessed lighting and a low, white wall structure. The people are dressed in casual clothing and appear to be observing the wall.",neutral
2541,1444710198.jpg#3r1e,1444710198.jpg,The rocks will sink in the water.,entailment,the boys have rocks,"The image shows two young boys playing on a shoreline next to a body of water – likely a lake or river. One boy is in mid-throw, launching an object towards the water, creating a small splash. The other boy is running forward, also appearing to be involved in the activity. The shoreline is covered in small rocks and pebbles. The water is rippled, indicating movement. A boat is visible in the background.",entailment
2559,1444710198.jpg#0r4c,1444710198.jpg,Two boys build a fort by a lake.,contradiction,Throwing rocks and building a fort are different activities.,"The image shows two young boys on a shoreline next to a lake. One boy is in mid-throw, launching a small stone towards the water, creating a small splash. The other boy is running alongside him, also appearing to be involved in the activity. The shoreline is made up of rocks and pebbles, and the water is rippling. There is a boat visible in the background.",neutral
9700,1444710198.jpg#0r5n,1444710198.jpg,Two boys are picking up rocks.,neutral,"Yes, two boys appear to be picking up rocks, and throwing them as well.","The image shows two young boys playing on a rocky shoreline next to a body of water, likely a lake or river. One boy is in mid-throw, holding what appears to be a small rock, while the other boy is running towards the water. There are several rocks scattered across the shore. The water has small ripples and waves. A boat is visible in the background.",neutral
5340,4586247564.jpg#2r1e,4586247564.jpg,The woman is outside.,entailment,Walking along pier implies being outside.,"The image shows a woman walking along a concrete wall or pier that extends out into the ocean. The water is choppy and waves are visible. Behind the pier, there is a harbor filled with boats. In the background, there are several buildings of varying heights and architectural styles – some appear to be residential or commercial. The sky is overcast with gray clouds. The woman is wearing a jacket, scarf, and carrying a bag.",entailment
5336,4586247564.jpg#1r1c,4586247564.jpg,There is a person walking along a trail in the mountains.,contradiction,"Person is either at the ocean or mountains, on a trail or concrete path.","The image shows a woman walking along a concrete breakwater or seawall, which extends out into the ocean. Behind her, there’s a harbor with boats docked. In the background, there are several buildings – a large grey building with a tower-like structure, and a lighter-colored building with balconies. The sky is overcast and grey. Waves are visible breaking against the rocks at the edge of the water.",contradiction
9782,4586247564.jpg#2r1n,4586247564.jpg,The woman is walking to meet a friend.,neutral,The woman is walking but it is unclear if she is meeting a friend.,"The image shows a woman walking along a concrete seawall or pier. The sea is visible in the foreground with waves breaking against the rocks. Behind the woman, there is a harbor filled with boats and lined with buildings, including a large stone church. The sky is overcast with grey clouds. The woman is wearing a jacket, scarf, and carrying a handbag.",neutral
3309,6472693569.jpg#1r1e,6472693569.jpg,A man is standing near the water.,entailment,A man leaning over a canoe at the end of the dock is standing near the water.,"The image shows a calm lake with a gray rowing boat docked at a wooden pier. A man is standing on the pier, seemingly preparing or adjusting something near the boat, likely oars or equipment. Trees line the shore behind the lake, and a blue sky with some contrails is visible.",entailment
1932,6472693569.jpg#4r1c,6472693569.jpg,Two women are scuba diving,contradiction,"A couple guys implies two male figures, while two women are of the opposite gender Rowboats and scuba diving are two different activities","The image shows a calm lake with trees lining the shore on one side. A wooden dock extends into the water, and a man is working on a rowing boat tied to the dock. Several rowing boats are visible in the water. The sky is blue with some contrails.",contradiction
14112,6472693569.jpg#2r1n,6472693569.jpg,A woman is staning near the lake,neutral,The woman in bending over near the water not staning near the lake. This looks like a man. That this is a lake is an assumption.,"The image shows a dock or pier extending into a calm lake on a sunny day. Several rowing boats are docked alongside the dock, with people actively preparing them for use. A person, likely a man, is standing near the dock, adjusting or inspecting the equipment of one of the boats. The water is dark green, reflecting the trees lining the shore, which are densely packed and full of green foliage. Several contrails are visible in the bright blue sky.",entailment
2005,3176499620.jpg#0r1e,3176499620.jpg,man does handstand,entailment,A man does a handstand in front of a wall while wearing a t-shirt.,"The image shows a young man performing a handstand in a room with a brightly colored graffiti mural on the wall. He is wearing a gray t-shirt, dark-colored pants, a gray beanie, and sneakers. He is upside down with his hands supporting his weight, and one leg is bent at an angle while the other is extended. There's a couch and other furniture visible in the background.",entailment
2004,3176499620.jpg#0r1c,3176499620.jpg,girl cooks pasta,contradiction,A man is not a girl.,"The image shows a young man performing a handstand in a room with a vibrant graffiti mural on the wall. He is wearing a gray t-shirt, jeans, a gray beanie, and sneakers. There is a couch and other furniture visible in the background.",contradiction
2001,3176499620.jpg#2r1n,3176499620.jpg,Skateboarder is trying to impress others.,neutral,TRYING TO IMPRESS OTHERS  We do not know that he cares about impressing people with his tricks or even whether or not there is anyone else present.,"The image shows a young man performing a handstand in a room with vibrant graffiti artwork on the walls. He is wearing a gray t-shirt, jeans, and a gray beanie. He is barefoot and appears to be actively balancing in a difficult acrobatic position. There is a couch and other furniture visible in the background.",neutral
176,2800990525.jpg#1r1e,2800990525.jpg,Man taking a photo,entailment,"If he poses for a pictures, then it can be said that he is ""taking a photo.""","The image shows a young man with dark hair, wearing sunglasses, a dark shirt, and a necklace. He is looking directly at the camera with a slight smile. In the background, there’s a street scene with buildings, including signs indicating ""Long Wharf"" and ""Rowes Wharf,"" and a ferry terminal. The sky is blue with some clouds.",neutral
13079,2800990525.jpg#0r1n,2800990525.jpg,A man with dogs is waiting for a ride.,contradiction,there is a man in the picture but with no dogs,"The image shows a man, likely in his late twenties or early thirties, with dark hair styled back, wearing sunglasses and a gray t-shirt. He has a goatee and a small earring in his ear. He is looking directly at the camera with a slight smile. Behind him, there's a sign indicating “Long Wharf” and “Rowes Wharf,” with directions to a “Ferry Terminal.” The background includes brick buildings and a partly cloudy sky.",neutral
10797,2800990525.jpg#1r1n,2800990525.jpg,Man modeling his new sunglasses for magazine,neutral,The picture shows a man wearing sunglasses. It's unknown if his sunglasses are new or if this is a photo of the man modeling for a magazine.,"The image shows a man with dark hair and facial hair, wearing sunglasses and a dark t-shirt. He is looking directly at the camera with a slight smile. Behind him, there are signs indicating ""Long Wharf"" and ""Rowes Wharf,"" along with information about a ""Ferry Terminal."" The background includes a brick building and a blue sky.",neutral
5048,1387014885.jpg#3r5e,1387014885.jpg,Two people talk with each other on an outing.,entailment,A man and a woman are two people.,"The image shows a crowded outdoor event, likely a concert or festival, with a large stage in the background. Several people are gathered on a grassy area, sitting on blankets and folding chairs. Two men are in the foreground, engaged in a conversation, with one gesturing while the other appears to be listening intently. A woman with curly hair is partially visible to the left of the two men, leaning in to listen as well. Other people are visible in the background, blurred due to the depth of field. A date stamp in the bottom right corner indicates the image was taken on September 9, 2007.",entailment
8509,1387014885.jpg#4r1c,1387014885.jpg,A man addresses the audience in September of 2009.,contradiction,A couple isn't a man.,"The image shows a crowd of people gathered outdoors, likely at a concert or outdoor event. In the foreground, a man with brown hair is engaged in a conversation with a woman wearing a patterned dress. Several other people are visible in the background, some standing and others sitting on blankets or lawn chairs. A stage with a bright display is visible in the distance, suggesting a performance is taking place. The date “09/09/2007” is printed on the bottom right corner of the image.",contradiction
11554,1387014885.jpg#0r2n,1387014885.jpg,The people in the picture are at an indie folk festival.,neutral,The people are at some type of gathering or festival but there is nothing to support the type of festival.,"The image shows a crowd of people gathered outdoors, likely at an open-air event. In the foreground, a man with brown hair is engaged in conversation with a woman wearing a brightly colored floral top. Several other people are visible in the background, some wearing casual summer clothing and hats. There is a stage with stage lighting and equipment visible in the distance, suggesting a performance or event is taking place. The date stamp in the bottom right corner reads ""09/09/2007"".",entailment
1334,3121219649.jpg#3r1e,3121219649.jpg,Three humans are standing outside.,entailment,"Men are humans, and they are in the forest so they are outside.","The image shows three middle-aged men standing in a dense forest. The men are positioned amongst tall, straight trees with trunks. They are dressed in casual clothing - a black-haired man in a black shirt and jeans, a man in a green shirt and blue jeans, and an older man in a yellow jacket and a white baseball cap. The ground is covered in moss and fallen branches. There is a slight backlight, indicating sunlight filtering through the trees.",entailment
1379,3121219649.jpg#2r1c,3121219649.jpg,Three men are fishing at a lake,contradiction,"If men are looking at a tree in the woods, then they can't be busy fishing at a lake at the same exact moment.","The image shows three middle-aged men standing in a dense pine forest. The ground is covered with fallen pine needles and branches. The men are dressed in casual clothing – a bald man in a black shirt, a man in a green shirt and blue jeans, and an older man in a yellow jacket and hat. They appear to be looking in the same direction, possibly at something beyond the frame. The lighting suggests it's daytime.",contradiction
9623,3121219649.jpg#0r1n,3121219649.jpg,The men are lost.,neutral,The men are in jangle but there is no evidence that they are lost.,"The image shows three men standing in a dense forest. The forest consists of tall, straight trees with textured bark. The ground is covered with fallen branches, leaves, and moss. The men are wearing casual clothing – a bald man in a black shirt, a man in a green shirt and blue jeans, and an older man in a yellow jacket and a white baseball cap. They appear to be looking in a particular direction, possibly examining something.",neutral
5386,2537002791.jpg#1r1e,2537002791.jpg,A man is near electronic equipment.,entailment,Near and next to electronic equipment have the same meaning.,"The image shows a man, wearing a blue baseball cap, safety vest, and a blue suit jacket with a striped tie, standing next to a large, complex piece of electronic equipment. The equipment has a touchscreen display and appears to be a control panel or machine interface. The man is smiling and appears to be in a maintenance or inspection setting, possibly on a train or rail system. There are various metal components and machinery visible in the background.",entailment
13501,2537002791.jpg#4r1n,2537002791.jpg,The Factory needs a little touch up.,contradiction,"This man is showing a computer system used to run the factory, not a messy factory.","The image shows a man, likely a technician or engineer, standing next to a large, complex machine, possibly a rail car maintenance or inspection system. He is wearing a blue cap, safety vest, a suit jacket, and a blue tie. The machine has a large touchscreen display. The background is a dark, industrial environment with metal supports and other machinery visible. There appears to be a lot of equipment surrounding the central machine.",neutral
10049,2537002791.jpg#0r1n,2537002791.jpg,The man is building a bridge with the large equipment,neutral,no bridge in image,"The image shows a man wearing a blue baseball cap, safety vest, blue shirt, and a blue tie standing next to a large industrial machine. The machine has a touchscreen display and appears to be part of a rail vehicle maintenance or repair setup. The background shows the underside of what appears to be a train or railcar, with various mechanical components visible.",neutral
3854,97162852.jpg#4r1e,97162852.jpg,Woman is working with material.,entailment,Working refers to sewing machine.,The image shows a woman seated at a vintage sewing machine. She is wearing a plaid shirt and appears to be sewing a camouflage-patterned piece of fabric. There's a cluttered area around the sewing machine with various bags and a blue plastic chair. A green corrugated metal wall with graffiti is visible in the background.,entailment
3860,97162852.jpg#3r3c,97162852.jpg,The women is trying her hand at graffiti art.,contradiction,There can be either a woman or some women. One can be either sewing or trying one's hand at graffiti art.,"The image shows a woman sitting at a small, vintage sewing machine on a street. She is wearing a plaid shirt and appears to be sewing a camouflage-patterned piece of fabric. Behind her is a green corrugated metal wall with some graffiti markings. There’s a blue plastic chair and some plastic bags scattered around her workspace.",contradiction
13913,97162852.jpg#3r4n,97162852.jpg,Woman makes clothes for her baby.,neutral,we cant assure that Woman makes clothes for her baby.,"The image shows a woman sitting at a vintage sewing machine outdoors. She is wearing a plaid shirt and appears to be sewing a camouflage-patterned piece of fabric. There's a small pile of fabric scraps, bags, and a blue plastic chair beside her. The background includes a green wall covered in graffiti.",neutral
14016,519228867.jpg#2r1n,519228867.jpg,The girl is taking a bath.,entailment,Girl is in water so she can said to be taking bath.,"The image shows a young girl, likely a child, sitting inside a large metal bucket filled with water. She is wearing a colorful swimsuit and her hair is wet. Water is splashing around her, and she is smiling broadly and appears to be enjoying herself. The background is a grassy lawn.",entailment
8133,519228867.jpg#4r1c,519228867.jpg,A boy is in a pool.,contradiction,Tub and pool are different.,"The image shows a young girl, possibly around 6-8 years old, sitting in a large metal bucket filled with water. She is wearing a colorful swimsuit and has wet, tousled dark hair. Water is splashing around her, and she is smiling broadly and looking directly at the camera with a joyful expression. The background is a blurry green lawn.",neutral
12095,519228867.jpg#0r1n,519228867.jpg,A young girl takes a bubble bath in her swimsuit.,neutral,We cant assure that A young girl takes a bubble bath in her swimsuit.,"The image shows a young girl, likely a child, sitting in a large metal bucket filled with water. She is wearing a colorful swimsuit and her hair is wet. Water is splashing around her, suggesting she’s enjoying being in the water. She has a happy expression and is smiling. The setting appears to be outdoors, possibly a lawn.",neutral
8554,6870585516.jpg#0r1e,6870585516.jpg,People are on the escalator,entailment,The people must be on the escalator in order to travel on it.,"The image depicts a long, curved tunnel, likely part of a subway or metro station. It's illuminated with warm yellow lighting, creating a somewhat dramatic atmosphere. A long, inclined escalator is prominently featured on the left side of the frame, carrying a large number of people moving upwards. A steep staircase runs alongside the escalator, also populated with people ascending.  There are also stairs leading upwards toward an opening in the tunnel wall at the far end. The overall scene suggests a busy transportation hub during evening hours.",entailment
8555,6870585516.jpg#3r1c,6870585516.jpg,A group of people walking down the stairs.,contradiction,A group of people are on an escalator or walking down the stairs.,"The image shows a long, curving staircase illuminated with warm yellow lights inside a tunnel. People are actively using both a moving escalator and the stairs to ascend. There are numerous individuals of various ages and attire, some carrying bags and wearing casual clothing. A glass elevator or lift is visible in the background, also with people using it. The overall atmosphere is busy and slightly crowded.",entailment
13722,6870585516.jpg#1r1n,6870585516.jpg,Men and women are going to work.,neutral,can't tell if people are going to work or not.,"The image shows a long, curved tunnel, likely part of a subway station. A long, steep staircase runs up the center of the frame, with people ascending it. An escalator is on the left side of the frame. There are many people of various ages and genders using the stairs and escalator. The walls are lined with warm, yellow lighting, creating a somewhat dim and atmospheric effect. The overall impression is one of a busy public transit hub.",neutral
9731,2768972186.jpg#0r1n,2768972186.jpg,The older dog wanted to play with the younger white puppy.,entailment,The older dog is wanting to play with the puppy.,"The image shows two dogs interacting on a sandy surface. A larger, reddish-brown dog is approaching a smaller, white puppy. The larger dog is bending its body and reaching toward the puppy with its mouth open. The puppy is walking away, appearing somewhat wary of the larger dog. Both dogs are wearing collars.",entailment
13820,2768972186.jpg#1r1n,2768972186.jpg,The same person owns both dogs.,contradiction,"There are two dogs in the picture, however there is no evidence that anyone owns either dog as a person is not present.","The image shows two dogs interacting on a sandy surface. A larger, reddish-brown dog is playfully approaching and nudging a smaller, white dog. The larger dog is wearing a black collar with a red tag. The smaller dog appears to be walking away slightly.",neutral
13706,2768972186.jpg#4r1n,2768972186.jpg,The dogs are just playing with each other.,neutral,Dogs are not just playing with each other because it looks like the big brown dog is biting on the white dog's tail.,"The image shows two dogs interacting on a sandy surface. A larger, reddish-brown dog is bending down and gently nipping at a smaller, white dog which is moving away. Both dogs are wearing collars. The lighting is bright, suggesting an outdoor setting, likely a beach or park.",entailment
9684,3422458549.jpg#2r1n,3422458549.jpg,a female is in orange clothes,entailment,A female tennis player dressed in orange clothing swings at the ball with her racquet.,"The image shows Serena Williams, a professional tennis player, mid-swing while hitting a tennis ball. She is wearing an orange tennis outfit consisting of a sleeveless top and a pleated skirt. She is also wearing a white headband and a watch. The background features a tennis court with a large advertisement for Philips Premium Light.",entailment
6301,3422458549.jpg#0r1c,3422458549.jpg,A white lady wearing black is playing golf.,contradiction,The woman is either African American or white.,"The image shows Serena Williams, a Black woman, in the midst of hitting a tennis ball with her racket. She is wearing an orange tennis outfit, a white headband, and a watch. The background includes a tennis court and signage advertising ""Koogle Premium Light.""",contradiction
10617,3422458549.jpg#0r1n,3422458549.jpg,A black woman wearing orange is winning a tennis match.,neutral,There is no indication that she is winning.,"The image shows Serena Williams, a black woman, in the middle of playing tennis. She is wearing an orange tennis outfit consisting of a one-shoulder top and a matching skirt. She is holding a tennis racket and poised to hit a tennis ball, which is partially visible in the air. The background appears to be a tennis court with a sponsor’s logo visible.",entailment
108,4594224630.jpg#3r1e,4594224630.jpg,people play instruments,entailment,"Men are people, so people must be playing musical instruments.","The image shows a sunny outdoor scene in a park. There are several people playing musical instruments: a man playing a trombone, a man playing a saxophone, and a young person playing a double bass. Several other people are standing nearby, observing or listening to the music. The ground is a dirt infield, and there is a chain-link fence in the background. Trees with budding leaves are visible in the distance, suggesting springtime.",entailment
902,4594224630.jpg#2r1c,4594224630.jpg,Men are playing instruments at the mall.,contradiction,baseball field is different from a mall.,"The image shows a sunny outdoor scene in what appears to be a park or green space. A man is playing a trombone, facing away from the camera. To his right, another man is playing a double bass. A saxophone player is visible to the left. In the background, there is a building, trees, and some people are present, likely observing the musicians. The ground is covered in grass, and there is a dirt infield area.",contradiction
13733,4594224630.jpg#2r1n,4594224630.jpg,Men are rehearsing for the concert at the baseball field.,neutral,"There are men playing instruments at a baseball field, but it cannot be determined that they are rehearsing for a concert.","The image shows a grassy baseball field on a sunny day. A man is playing the trombone, standing with his back to the viewer. To his right, a young person is playing the double bass. Another musician plays the saxophone in the background. Several people are standing around the field, and in the distance, a cityscape with tall buildings is visible.",entailment
9166,292198220.jpg#1r1e,292198220.jpg,A young female is looking at a doll.,entailment,A little girl is a young female.,"The image shows a young girl, likely around 5-7 years old, with blonde hair and a pink cardigan. She is holding a small, plastic doll with a blonde ponytail in her hands and is intently focused on it. She is wearing a white shirt underneath the cardigan. The background appears to be a garden with some foliage and flowers.",entailment
9168,292198220.jpg#3r1c,292198220.jpg,a boy running,contradiction,"Boy refers to young male, girl refers to young female. Either the person is playing or they are running.","The image shows a young girl, likely around 5-7 years old, with blonde hair styled in bangs. She is wearing a pink cardigan over a white shirt and is holding a small, plastic doll with a blonde-haired figure. She is intently looking at the doll and appears to be manipulating it in her hands. The background shows some blurred foliage and flowers, suggesting an outdoor setting.",contradiction
13568,292198220.jpg#4r1n,292198220.jpg,The girl is holding a Barbie doll.,neutral,"The girl holds a doll, but it is unclear whether it is Barbie or another brand.","The image shows a young girl, likely around 5-7 years old, with blonde hair and bangs. She is wearing a pink cardigan over a white shirt. She is holding a small, plastic toy with a blonde doll figure protruding from it. The background includes greenery and some flowers, suggesting an outdoor setting.",entailment
7279,3090398639.jpg#4r1e,3090398639.jpg,A woman is riding a bike.,entailment,rides a bike means she is riding,"The image shows a cyclist, likely a woman, wearing a helmet, cycling gloves, and sunglasses. She is riding a mountain bike with knobby tires on a muddy, wooded course. There are barriers and other cyclists visible in the background, indicating a cycling race or event. A white flag with red stripes is prominently displayed.",entailment
10185,3090398639.jpg#2r1n,3090398639.jpg,they are men,contradiction,This could be a woman not men,"The image shows a cyclist wearing a helmet, cycling shoes, and gloves on a muddy, off-road course. The cyclist is riding a bicycle with knobby tires. The course has barriers and other obstacles. The background features bare trees under a blue sky. The cyclist is wearing a red and white team jersey with the logo “Scott”.",entailment
9862,3090398639.jpg#0r1n,3090398639.jpg,A mountain biker rides along a trail in the woods and hopes not to lose the race.,neutral,A mountain biker rides in the woods but we don´t know if he hopes not to lose the race or another thing,"The image shows a cyclist wearing a helmet, sunglasses, and cycling gear riding a bicycle on a muddy trail through a wooded area. The cyclist is focused ahead and riding at a pace suitable for a race. The terrain is rough with mud, obstacles, and tree trunks. A white flag marking a turn is visible in the background.",entailment
2014,76466808.jpg#4r1e,76466808.jpg,their a plane in airport,entailment,A plane must be in a airport in order for a pilot to be standing next to the airplane.,"The image shows a white British Airways aircraft (registration G-BQL) parked on a tarmac at an airport. Two airport ground staff members, one wearing a white shirt and the other a blue uniform, are standing near the aircraft, looking at it. The sky is a clear blue. The aircraft has the British Airways logo on the front, along with a blue and white striped design. There are runway markings visible in the foreground.",entailment
2011,76466808.jpg#0r1c,76466808.jpg,The pilots are in the cockpit joking around with the stewardess.,contradiction,They can't be in front of the plane and in the cockpit at the same time.,"The image shows a white British Airways ATR 72 aircraft parked on an airport tarmac. Two men, presumably pilots, are standing beside the aircraft, one wearing a white uniform shirt and the other in a blue uniform. A stewardess stands slightly behind the pilots. The aircraft has the British Airways logo and a distinctive blue and white livery. The sky is clear and blue, and there is greenery visible in the background.",neutral
11351,76466808.jpg#4r1n,76466808.jpg,pliot is going to take a selfie,neutral,we cant assure that  pliot is going to take a selfie,"The image shows a British Airways turboprop aircraft, identified by the registration number G-BGC-300, parked on a tarmac. The plane is white with blue and red stripes. Two men, presumably ground crew or staff, are standing near the aircraft. One is wearing a white shirt and dark trousers, while the other is wearing a blue shirt and dark trousers. The sky is a clear, bright blue.",neutral
