image,caption
381275595.jpg, Big hairy dog chews on a bone while lying on a furry toy .
381275595.jpg, Brown dog chews on bone while laying on the rug .
381275595.jpg, Big brown dog chews on bone lying down .
381275595.jpg, a dog chews on a bone .
3812972187.jpg," There are people at a fair boarding a ride , while two children are sitting on a bench waiting for people ."
3812972187.jpg, Two boys in blue shirts sit on the end of a bench next to a fair ride .
3812972187.jpg, Kids sit on a bench at the fair next to a line for a ride .
3812972187.jpg, Two small boys sit on a bench near a carnival ride .
3812972187.jpg, Two young boys are sitting at a bench at a fair .
3812982009.jpg, A man looking through a telescope lens at night while wearing a camouflage jacket .
3812982009.jpg, A man dressed in camouflage looks through a telescope with one eye closed .
3812982009.jpg, A man in camouflage on the beach looks through a telescope at night .
3812982009.jpg, A married man in camouflage looks through a giant metal telescope .
3812982009.jpg, A man in camouflage is peering into a telescope .
38130571.jpg, A man in a hard hat with a pencil on his ear watches as two other men in hard hats work .
38130571.jpg, Three men in hard hats and sunglasses approach a large white freight truck .
38130571.jpg, Three men wearing hard hats stand in front of a large truck .
38130571.jpg, Construction workers are at a job site looking at something .
38130571.jpg, Three construction workers in hard hats standing outside .
38130652.jpg," A contractor with a hard hat holding a plank and walking on top of the building he is constructing , with a safety chain attached to him ."
38130652.jpg, A construction worker wearing a harness is putting up a wooden plank .
38130652.jpg, A construction worker is holding a large piece of wood .
38130652.jpg, The person is in constructing work .
38130652.jpg, A man in the top of the building
38130732.jpg, A man on the phone dressed in hard has standing next to a white van .
38130732.jpg, Construction man on the phone and looking up at sky .
38130732.jpg, A man wearing a hard hat is talking on a cellphone .
38130732.jpg, A construction worker making a phone call .
38130732.jpg, Man with hard hat talking on phone .
38137970.jpg," A man in a blue welder 's helmet , shirt , and jeans is welding the framework of a building on a reddish beam ."
38137970.jpg, A man in jeans and boots holds up a welding mask while working on a girder .
38137970.jpg, Man wearing construction clothes sitting high up on a building .
38137970.jpg, A man in a welders helmet sitting on a metal beam .
38137970.jpg, A construction guy working on a high beam .
38138101.jpg, A person in a blue shirt with a large tool belt is welding metal .
38138101.jpg, A construction worker welds on-site .
38138101.jpg, a person welding on a steel frame
38138101.jpg, A man in a blue shirt welding .
38138101.jpg, Man in blue shirt welding .
3813902547.jpg," Men two exchange a large metal ring as they pass each other , riding railroad cars in opposite directions ."
3813902547.jpg, A man on one miniature train passes a circular object to a man on another train as they pass by .
3813902547.jpg, Train riders pass off a loop to one another as they pass .
3813902547.jpg, One man hands another an item at a rail interchange .
3813902547.jpg, Men share an item on mini trains .
3815003515.jpg," Colorful van with blue above and green with pink "" clouds "" on the bottom sitting in front of a fenced in home and sign saying "" Jaguar "" in front ."
3815003515.jpg, An old minivan painted to look like the Mystery Machine from Scooby-Doo drives past a white building .
3815003515.jpg," A van painted in bright blue , pink , and green is driving down the road ."
3815003515.jpg, man in van painted like the mystery machine parked in front of house
3815003515.jpg, The Mystery Machine is driving down a road .
381505599.jpg, A big man in a black t-shirt is holding onto a beer with one hand and a microphone with the other .
381505599.jpg, A man is sweating on stage while holding a beer .
381505599.jpg, A man in a sweaty black shirt sings into a mic .
381505599.jpg, A musician and band are playing a song .
381505599.jpg, A man is sweaty from singing on stage .
3815075229.jpg, A man in a blue shirt is driving a blue car with a rack on top and has a man in an orange shirt as his passenger .
3815075229.jpg, Several young men in a packed car are traveling with tires tied on top of their blue car .
3815075229.jpg, Three people in a small green car that is strapped with supplies .
3815075229.jpg, A man in an orange shirt is the passenger of a green car .
3815075229.jpg, A group of friends are in a small car with cargo on top .
3815118282.jpg, Two people sit on chairs in a backyard while they talk to another man who is standing next to a grill .
3815118282.jpg," Two people sit on folding chairs while a third stands , on a lawn near a grill ."
3815118282.jpg, Three people sit around a grill on fold-up metal chairs .
3815118282.jpg, Two men and one woman chat at a backyard barbecue .
3815118282.jpg, A few people sit in chairs around a grill .
3815142931.jpg," Three men in a blue car with a blue tarp on top , driving on the street ."
3815142931.jpg, A small blue car with covered cargo on top and filled with people .
3815142931.jpg," A car is fully loaded , with passengers and rooftop cargo ."
3815142931.jpg, Young men are in a blue car driving .
3815142931.jpg, three men ride in a dark blue car .
381514859.jpg, Two white dogs chase after a red ball in a yard in front of a white fence .
381514859.jpg, Two small white dogs are in a yard chasing a red ball .
381514859.jpg, Two small white dogs chasing after a red ball .
381514859.jpg, Two West Highland Terriers chase a red ball .
381514859.jpg, Two small white dogs chasing a red ball
3815318559.jpg, A person wearing a hat riding in a red car and looking out the window
3815318559.jpg, Person looking out of a red colored vehicle driving down the street .
3815318559.jpg, A red rally jeep parked in the street .
3815318559.jpg, A red car travels down the street .
3815318559.jpg, a red suv with a woman inside
3815355917.jpg," 3 people in a car with rally decals , equipment on the roof and a mongolian flag flying ."
3815355917.jpg, A car full of people is driving down the road with various gear attached to the top .
3815355917.jpg, A blue station wagon with luggage and a flag sitting on top .
3815355917.jpg, A group of men in a blue car driving on the track .
3815355917.jpg, A car is loaded with items on the top .
3815411755.jpg, An older man is standing by a tarnished bronze post while his dog laps water .
3815411755.jpg, A man wearing a suit is walking his dog by a green streetlight post .
3815411755.jpg, A white-haired man walking dog stopped at a lamp post .
3815411755.jpg, A male is walking his dog down the street .
3815411755.jpg, A dog drinks from the gutter .
3815669424.jpg, A small car decorated with flames and other paint is driving amongst a crowd with a tub and flags on the roof .
3815669424.jpg," With a tub resting on its outer roof , flags attached , the car is ready to take off for the rally ."
3815669424.jpg, A car with a bathtub on top participating in the Mongol Rally in '09 .
3815669424.jpg, A Norfolk Race car with flames on the hood .
3815669424.jpg, A car from the Mongol Rally 2009 race .
3815960082.jpg, A little girl is sleeping with a book on her chest next to a doll .
3815960082.jpg, A blond child sleeps with her book open and resting on her chest .
3815960082.jpg, A young child sleeping in her bed with an open book on her chest .
3815960082.jpg, A young female child asleep with a book laying over her chest .
3815960082.jpg, A little girl is sleeping with a book .
3816009475.jpg, A man sliding off of a bull he was riding splashes into a mud puddle in the center of a dirt covered ring .
3816009475.jpg," One man , wearing a helmet and blue jeans , falling off a bull into the mud ."
3816009475.jpg, A person falls into the mud while being trampled by a bull .
3816009475.jpg, A man falls off a cow at the cattle drive .
3816009475.jpg, A man in the Rodeo fall off a bull .
3816107544.jpg, A gray rally car is being driven by two adult males while a large white container is tied down on top of the roof .
3816107544.jpg, The two men drive off in a small silver car with a tub on the roof .
3816107544.jpg, A spray painted car carrying a container strapped to the top .
3816107544.jpg, This bathtub is not staying in the old house .
3816107544.jpg, A decorated car headed down the street .
3816130053.jpg," Shoppers at an open air market bag fruits and vegetables ; there are bins of melons , cantaloupes and apples in the foreground ."
3816130053.jpg," People buy fruits from a stand carrying melons , apples , and other fruits ."
3816130053.jpg, Watermelons and bagged apples are sitting in bins on a table .
3816130053.jpg, People buy fruits and vegetables at an open air market .
3816130053.jpg, A group of people browsing fruit at a farmer 's market .
3816206376.jpg," A man with a "" used cars "" advertisement atop his car drives down the street ."
3816206376.jpg, A man in a used car is holding his hand out the window and taking a picture .
3816206376.jpg, A man is driving a car with a sign on the roof advertising used cars
3816206376.jpg, The passenger is holding onto the load on top of the car .
3816206376.jpg, A man sticks a camera out of his vehicle while driving .
3816384696.jpg, A maroon car with many decals and signs topped with a gray bundle tied to the roof near the drivers door is a man leaning on the car .
3816384696.jpg, Person in a red shirt standing in the street next to a car with many decals on it .
3816384696.jpg, A man is taking pictures hanging outside of a red rally car .
3816384696.jpg, A man in a blue shirt drives a maroon car with decals .
3816384696.jpg, A boy in sitting in car window .
3816820298.jpg, A man on horseback in a rodeo arena is trying to lasso a black calf .
3816820298.jpg, A man riding a horse is chasing after a young cow with a lasso .
3816820298.jpg, A man on a horse is attempting to lasso a dog .
3816820298.jpg, Cowboy roping a black calf from a brown horse .
3816820298.jpg, A man on a horse throws a lasso at a calf .
3817024841.jpg, Four guys and one girl three guys are wearing short-sleeve shirt and the girl and the other guy is wearing tanks .
3817024841.jpg, Three people sit together on a couch in a house while two others stand off to the sides .
3817024841.jpg, Three casually dressed Caucasians are sitting on a couch .
3817024841.jpg," A group of people relaxing , and taking to each other ."
3817024841.jpg, A group of people sitting on a couch talking .
3817335146.jpg, It looks like these five people outside are fishing .
3817335146.jpg, Three young men stand holding strings
3817335146.jpg, Three men fishing from a stream .
3817335146.jpg, People fishing off a small dam .
3817335146.jpg, Three men fishing with string .
381748680.jpg, A man is playing a trombone while looking at a music stand on the left of the screen .
381748680.jpg, A trumpet player wearing a blue shirt and red tie performs .
381748680.jpg, A young man in a blue dress shirt plays the trombone .
381748680.jpg, A trumpet player reads sheet music in a performance .
381748680.jpg, A man in a blue shirt blowing a trumpet .
381750411.jpg, Man dressed in business casual attire playing the saxophone with the rest of a band .
381750411.jpg, A young man in a green long-sleeved shirt and tie playing a saxophone .
381750411.jpg, Young man in a school band who has center stage and is doing his best .
381750411.jpg, The blond boy is playing the saxophone for a band .
381750411.jpg, A large man plays the saxophone in an orchestra .
381751278.jpg, The young man with gray and black strips is blowing a note with his burgle at the mic .
381751278.jpg, A young man in a black striped dress shirt is playing a trumpet .
381751278.jpg, A man in a black striped shirt playing the trombone .
381751278.jpg, A young blond-haired man is playing a trumpet .
381751278.jpg, A boy in a striped shirt plays the trumpet .
381754795.jpg, A group of students who play the saxophone are preparing for a concert .
381754795.jpg, Several young people holding saxophones prepare for a performance .
381754795.jpg, Young saxophone players wait during a pause in a performance .
381754795.jpg, A group of music students are holding their saxophones .
381754795.jpg, A high school band getting ready to perform .
381759521.jpg," Two children , a boy and a girl , photographed in midair while jumping into a swimming pool ."
381759521.jpg," Two young children are in the middle of jumping into their water filled , kiddie pool ."
381759521.jpg, Two children smile as they prepare to make their big splash .
381759521.jpg, A little girl and boy jumping into a swimming pool .
381759521.jpg, A young boy and girl about to jump in a small pool .
381760243.jpg, A girl in a white shirt and blue tie plays her solo into the microphone .
381760243.jpg, A girl is standing next to a microphone and playing the trombone .
381760243.jpg, A young woman in a white shirt and blue tie is playing a trumpet .
381760243.jpg, a young woman is playing a trombone .
381760243.jpg, A woman doing a solo on her trumpet .
381763336.jpg, Two girls play trombone and a boy plays the saxophone .
381763336.jpg, A group of children are playing brass instruments .
381763336.jpg, A band of several teens are playing instruments .
381763336.jpg, A school band of young students performing .
381763336.jpg, Children playing different instruments .
381764351.jpg, Three blond girls wearing black shirts and pants play brass instruments behind a music stand .
381764351.jpg, Three blond girls play brass instruments behind a single music stand .
381764351.jpg, Three girls are standing in front of a music stand with trumpets .
381764351.jpg, Three kids are playing musical instrument in a music concert .
381764351.jpg, Three young ladies playing trumpets .
381767781.jpg, A blond saxophone player and a black-haired saxophone player are talking at a concert .
381767781.jpg, Two young saxophone players are having a chat while holding their instruments .
381767781.jpg, Two children wearing black t-shirts that say jazz with saxophones .
381767781.jpg, Two young boys holding saxophones .
381767781.jpg, Two saxophone players talking .
3817884749.jpg, An oriental woman with a white purse walking past a yellow bicycle and a closed shop .
3817884749.jpg, A woman with a handbag walks past a chinese store of some sort .
3817884749.jpg, A young Asian female walking outside a business establishment .
3817884749.jpg, A Japanese woman biked to work on a sunny day .
3817884749.jpg, A woman works by a store .
38180331.jpg, A boy with brown hair and a girl in a white shirt are going to hug each other .
38180331.jpg, A woman is holding a smiling child while waiting in line outside .
38180331.jpg, Festival-goers have a fun time with their children
38180331.jpg, A group of people are awaiting a performance .
38180331.jpg, A crowded gathering .
3818131656.jpg," A man wearing a cowboy hat , a dirty red shirt , and blue slacks stands on a street holding a leather or metal object in his left hand and perhaps a solder device in his right hand as he appears to work on a metal frame , with a couple similar metal frames stacked against the side of the building ."
3818131656.jpg," A male metal worker using a welding tool in his right hand , while holding the mask in his left hand , in a mid-lower or lower class neighborhood ."
3818131656.jpg," A man wearing a red shirt , jeans , and a black cowboy hat is welding on metal bars ."
3818131656.jpg, A man in a black brimmed hat and a red shirt is reading a book in front of a garage .
3818131656.jpg, A carpenter takes a break to read a book .
3818278154.jpg, A group of men and women in swimwear sit on a beach in yoga poses .
3818278154.jpg, A group of people meditating on the beach .
3818278154.jpg, A group of people meditate on the beach .
3818278154.jpg, Men and women doing yoga on the beach .
3818278154.jpg, Eight people meditating on the beach .
3819214047.jpg, A teenage man in a green shirt and bright red beanie sits on his skateboard with arms crossed over his knees .
3819214047.jpg," A young man with a red beanie cap , green shirt , and blue jeans , sits on his skateboard as he watches ."
3819214047.jpg, A skateboarder with a red hat and green shirt sitting on a skateboard watching other skaters .
3819214047.jpg," An adolescent in green pants , blue jeans , and a red hat is sitting on a skateboard ."
3819214047.jpg, One guy in a red beanie and green t-shirt sitting on a skateboard .
3819480825.jpg, Two men sit on tractors while two other men and a woman look at the cut grass in a field .
3819480825.jpg, A group of farmers are working together to complete a plant related task .
3819480825.jpg, Four men are harvesting a crop on a farm .
3819480825.jpg, Four farmers working their field of hay .
3819480825.jpg, 5 country farmers harvesting wheat .
381976882.jpg, Four little dogs on leashes take a walk on a wide path .
381976882.jpg, Four small dogs on leashes walking in a park .
381976882.jpg, Four dogs on leashes walk down a sidewalk .
381976882.jpg, Four dogs are being walked by two owners .
381976882.jpg, Someone is walking their dogs .
3820465361.jpg, A group of people appear to be shouting or protesting .
3820465361.jpg, Two women voice their opinions at a political rally
3820465361.jpg, Two ladies wearing sunglasses at a gathering .
3820465361.jpg, A group of people are at a rally .
3820465361.jpg, A woman chanting at a rally .
382090166.jpg," A white poodle is climbing over a black poodle , who is in turn climbing over another black poodle ."
382090166.jpg, A white poodle and two black poodles are playing in the grass on an autumn day .
382090166.jpg, A white poodle and 2 black poodles are playing on the grass .
382090166.jpg, Two black dogs and one white dog interact .
382090166.jpg, A white dog and two black dogs playing
3820940921.jpg, Two male dancers dressed in blue shirts and black pants perform a routine in front of six women sitting beside them .
3820940921.jpg, Two men in blue shirts are dancing while six women in dresses are watching .
3820940921.jpg, Two men and six women are in the middle of a stage .
3820940921.jpg, Two male and six female dancers perform on stage .
3820940921.jpg, Two men in blue shirts and six women in a ballet .
3821036283.jpg, woman in dark clothes walking on the sidewalk next to a gray stone building .
3821036283.jpg, A lady with blond-hair is walking briskly down the street .
3821036283.jpg, a woman in black pants walks down the sidewalk .
3821036283.jpg, woman walking down a street in black pants
3821036283.jpg, This is a blond woman walking .
3821050211.jpg, A blond woman on the street on a cellphone carrying a bag and drink .
3821050211.jpg, A lady with a brown bag and coffee talking on the phone .
3821050211.jpg, Woman carrying baggage and drink talking on cellphone .
3821050211.jpg, A lady in a black tank top talks on her cellphone .
3821050211.jpg, Woman with sunglasses on her phone .
3821187649.jpg," The mother is buttoning up the shirt of her baby boy , while the dad looks on ."
3821187649.jpg, a woman buttoning a small child 's shirt at a formal event .
3821187649.jpg, A baby gives a woman an opportunity to engage in its world .
3821187649.jpg, A woman in green buttons up a baby 's dress shirt .
3821187649.jpg, The baby is getting dressed up .
382138122.jpg, A black woman and an older white woman donning blue hairnets are working in a kitchen while conversing .
382138122.jpg, Two women wearing aprons and hairnets look at each other while they reach into metal canisters .
382138122.jpg, Two food service workers preparing food in a commercial kitchen .
382138122.jpg, A black woman wearing a blue shirt has her hand in a container .
382138122.jpg, Two lady 's cleaning some pot 's .
382143413.jpg, A dark-skinned girl in a white dress and headscarf is carrying a green bucket and walking between large piles of white sand .
382143413.jpg, Young woman in short white dress holding a basket is walking among sand dunes or huts .
382143413.jpg, A woman is walking and carrying a tub amongst some sand dunes .
382143413.jpg, Female in a white dress walking through sand mounds .
382143413.jpg, A woman carries a bucket through a field of sand .
382151094.jpg, Little boy is eating the rest of the ice cream cone from the bottom up .
382151094.jpg, A boy is putting the cone end of a melting ice cream cone in his mouth .
382151094.jpg, A boy with his eyes closed eats the bottom of an ice cream cone .
382151094.jpg, A young boy wearing a big watch eats an ice cream cone .
382151094.jpg, A young boy eating ice cream .
382153903.jpg, A woman wearing a blue hairnet and apron talks over her shoulder as she grasps a plastic pitcher .
382153903.jpg, Wearing a hairnet and blue apron a woman prepares to pout something into a cistern .
382153903.jpg, An older woman with a blue smock and hairnet carrying a plastic jug .
382153903.jpg, A woman holding a pitcher with blue hairnet and apron
382153903.jpg, Woman holding a picture with her head turned .
3821555355.jpg," adorable little girl with her hair pulled up , sitting in a baby swing with greenery in the background ."
3821555355.jpg, A little girl wearing sandals is swinging with trees in the background .
3821555355.jpg, A little girl is playing in her backyard during a summery day .
3821555355.jpg, A blond toddler with a ponytail rides a bucket swing .
3821555355.jpg, A toddler swings in a child swing .
3821555903.jpg, A young girl in a white shirt and blue shorts riding high on a swing .
3821555903.jpg, A teenager in a white shirt and flip-flops is in motion on the swing .
3821555903.jpg, A girl with long hair wearing flip-flops is swinging on a swing .
3821555903.jpg, A young girl swings in midair on a swing set .
3821555903.jpg, Adult woman swinging with sandals .
3821667323.jpg, Two young boys enjoy playing in shallow water while looking back at the photographer .
3821667323.jpg, Two kids looking up out of the ocean making funny faces .
3821667323.jpg, Two young boys are playing in the water .
3821667323.jpg, Two young boys are playing in water .
3821667323.jpg, Two boys are playing in the water .
3821671043.jpg," A guy with a light blue shirt , blue jeans , and rollerblades is grinding on a curved surface ."
3821671043.jpg, Young man with a blue shirt on and rollerblades performs a trick off the wall .
3821671043.jpg, A boy at a skate park prepares to slide down a ramp .
3821671043.jpg, A man in a blue shirt rollerblading on a ramp .
3821671043.jpg, A rollerblader catches a cool grind .
3821678223.jpg," Four children at a skate park , one in rollerblades and three riding scooters ."
3821678223.jpg, A boy performs a stunt on rollerblades in front of small children on scooters .
3821678223.jpg, Older boy rollerblading in front of young children on scooters .
3821678223.jpg," Kids playing on scooters , and another doing tricks in skates ."
3821678223.jpg, Kids scootering and rollerblading on ramps .
3822007440.jpg," Six young men , wearing orange robes , walking on the shoulder of a robe with a body of water in the background ."
3822007440.jpg, Six Buddhist boys walk along the side of a road in traditional orange monk robes .
3822007440.jpg, Six monks in bright orange robes walk through a park next to a lake .
3822007440.jpg," Six boys , wearing orange robes , walking on the side of a road ."
3822007440.jpg, Monks wearing orange robes are taking a walk .
3822469102.jpg, A rollerblader in a red hat is grinding on an elevated metal pole .
3822469102.jpg, A man without a shirt performs rollerblading tricks on a course .
3822469102.jpg, A shirtless guy does a skateboarding trick off of a wooden box .
3822469102.jpg, A shirtless guy in jeans performing an ollie on a skateboard .
3822469102.jpg, Shirtless rollerblader performs tricks at a competition .
3822476498.jpg," Plastic cup by his side , a portly bearded man wearing black shorts , black fedora , and plum-colored short-sleeved polo , rests on a portable folding chair on a grassy slope , reading a magazine and sporting earbuds ."
3822476498.jpg, A tacky looking man in sitting on a chair with a black hat on reads a magazine while listening to music .
3822476498.jpg, A man with a black hat reading a book while sitting on a red folding chair .
3822476498.jpg, Man in hat and headphones on red camp chair reading .
3822476498.jpg, A bearded man sits in a chair reading a book .
3822535114.jpg, Two woman smile at the camera while enjoying their lunch together .
3822535114.jpg," Two women sit at a table with food , smiling at the camera ."
3822535114.jpg, Two women eating lunch in a cafe smile at the photographer .
3822535114.jpg, Two woman sitting in a restaurant with food on the table .
3822535114.jpg, Two women eating while smiling for the camera .
3823285027.jpg, A group of little girls are reading off of papers together .
3823285027.jpg, Children recite something from white sheet of paper .
3823285027.jpg, Three teen girls sing from lyric sheets .
3823285027.jpg, A group of girls reading some lines .
3823285027.jpg, girls singing at a talent show .
3823369556.jpg," Two little boys in denim shorts , one wearing a red shirt and cap , and the other wearing a white shirt , look at an approaching black and red locomotive on a track in a tree-lined grassy setting ."
3823369556.jpg, Two children looking at antique locomotives in an outdoor setting .
3823369556.jpg, Two boys are watching a small train as it passes near them .
3823369556.jpg, Two preschool aged boys are looking at an old locomotive .
3823369556.jpg, Two toddlers admiring a vintage train engine .
3823691082.jpg, A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes .
3823691082.jpg, An elderly gentleman seated on a park bench appears to be napping with a young man laying across his lap asleep .
3823691082.jpg, A man in black laying on a bench with his head on the leg of an elderly gentleman wearing blue jeans .
3823691082.jpg," A sleeping man lays on a bench , resting on the lap of an older , sleeping man ."
3823691082.jpg, Young man resting his head on older gentleman 's lap .
3824159954.jpg," Two black males riding their bikes , one in a blue ball cap with white shirts and plaid shorts and the other in a blue and red ball cap blue polo shirt and black pants , while another male rides a bike obscured by his many plastic baskets ."
3824159954.jpg," There 's a man walking down the street selling buckets , with three people along side him riding bicycles ."
3824159954.jpg, A man with tons of baskets and cleaning supplies pushes his cart down the street .
3824159954.jpg, A man with a shopping cart is selling wares on a busy city street .
3824159954.jpg, Men on bikes pass a man with an overloaded cart .
3824451716.jpg," A man striking a pose as one man with a bike , and another man in the background watch ."
3824451716.jpg," One teenager gives a performance , while another , holding a bike , looks on ."
3824451716.jpg, Two men with black pants and tank tops goofing around on a stage outside .
3824451716.jpg, Two boys in all black standing next to both a bike and a tree .
3824451716.jpg, Young guys are having fun .
3824938721.jpg, A British concert band seated and playing under a canvas awning across from a crowd of spectators gathered on the lawn .
3824938721.jpg, A band is playing under a tent while people watch them play from chairs several yards away .
3824938721.jpg, Three people are watching a concert while seated in lawn chairs .
3824938721.jpg, Patriotic band is playing music for onlookers .
3824938721.jpg, Three people watch a wind band perform .
3825049160.jpg, Two men in orange vests and hard hats are standing at the base of an unfinished building and are working on lifting something .
3825049160.jpg, Two men in white hard hats and orange vests work in front of a building .
3825049160.jpg, Two construction workers wearing orange safety vests at the site of a job
3825049160.jpg, Workers doing their jobs at a work site .
3825049160.jpg, Construction workers at a job site .
3825750029.jpg, A woman in blue tank top and black biker pants with a red stripe on them riding a bike on the sidewalk .
3825750029.jpg, A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians .
3825750029.jpg, A woman in a blue tank top is bicycling on a path .
3825750029.jpg, Girl with a blue tank top on riding a bike .
3825750029.jpg, A woman in a blue tank top riding a bike .
3825927201.jpg, A young male wearing a blue button up shirt is playing on a acoustic guitar .
3825927201.jpg, Man with blue shirts and khaki pants plays the guitar .
3825927201.jpg, A man in a blue shirt and khakis is playing a guitar .
3825927201.jpg, A man is playing an acoustic guitar outside .
3825927201.jpg, A man playing an acoustic guitar .
382624563.jpg," A group of men in business attire sit in a circle of chairs , laughing ."
382624563.jpg, Men are seated in a circle laughing in a room filled with computers .
382624563.jpg, A group of men sit in a circle talking in a public library .
382624563.jpg, Five men are talking in a room that has computers in it .
382624563.jpg, Five men are seated in a circle .
3826372547.jpg, A woman wearing a blue fleece jacket stands with her arms crossed in a narrow lane .
3826372547.jpg, A woman in a blue jacket is standing and smiling on the street .
3826372547.jpg, A woman in a blue coat is standing with her arms crossed .
3826372547.jpg, Woman standing in an alley in a blue jacket .
3826372547.jpg, A woman stand on a small alley .
3826376965.jpg, Band members wearing green uniforms play their instruments at a public gathering .
3826376965.jpg, Several uniformed men playing musical instruments .
3826376965.jpg, A group of men in suits are playing tubas .
3826376965.jpg, a band id playing to an outside crowd .
3826376965.jpg, Four men playing instruments .
3826378639.jpg, Two elderly love birds dancing in the streets to the beat of the band .
3826378639.jpg, An elderly couple dances to the music of a uniformed band .
3826378639.jpg, Two older people are dancing to the music of a band .
3826378639.jpg, An older couple dances while a brass band plays .
3826378639.jpg, A couple dances outside in front of a band .
3826387121.jpg, Two girls with hast and almost matching skirts are carrying something in colorful bundled blankets on their backs .
3826387121.jpg, Indigenous American women walk down a path lined with a stone wall .
3826387121.jpg, Two colorfully dressed people are walking on grass by a stone wall .
3826387121.jpg, Two women wearing native american clothing carrying bags
3826387121.jpg, Two people walking aside a wall .
3826405905.jpg, Two young people are selling items on a sidewalk and working on their creations .
3826405905.jpg, Two Asian men sitting on the pavement with their merchandise next to them .
3826405905.jpg, Two people are sitting on a step doing different activities .
3826405905.jpg, Two people sitting on the doorstep against a green door .
3826405905.jpg, Two men sitting in a doorway working on something .
3826408509.jpg, Some people are gathered on a sidewalk next to some colorful umbrellas and bags .
3826408509.jpg, Brightly dressed women gathering around a blue and white striped umbrella .
3826408509.jpg, Many people standing by a fountain underneath a blue and white umbrella .
3826408509.jpg," A group of people , three women are near a small street vendor ."
3826408509.jpg, Lots of people on the streets and a vendor selling her goodies
3826408845.jpg, A furry mammal with a brown rump stands next to a wall and in front of a group of a young person with a colorful hat .
3826408845.jpg, A man leads a lama down a street past a vendor and a man bringing out the trash .
3826408845.jpg, A llama is lead by two people down a busy street .
3826408845.jpg, A llama is standing on the side of the street .
3826408845.jpg, Two people and llama are on the street .
3826412077.jpg," Eight people in red and black clothing , carrying large red packs cross a footbridge over a clear blue and white river with a large canyon and mountain range in the background ."
3826412077.jpg, A mountain that was affected by the past volcano eruptions in the southwest city of a hope .
3826412077.jpg, Eight people wearing red suits and carrying red bags are walking across a bridge .
3826412077.jpg, people dressed in red crossing bridge over river
3826412077.jpg, A group of 8 out on a adventure .
3826412989.jpg, A boy is riding on a donkey carrying various items strapped to it .
3826412989.jpg, People are traveling via donkey with their belongings on back .
3826412989.jpg, A pack of donkeys or burros carrying people and parcels .
3826412989.jpg, Mules loaded with luggage with a man on one of them .
3826412989.jpg, Several men traveling down a hill riding donkeys .
3826415995.jpg, Two women sit across the table from one another laughing in front of their food .
3826415995.jpg, Two women sitting at a table in a park are smiling at each other .
3826415995.jpg, Two females are enjoying themselves while eating outside .
3826415995.jpg, Two women enjoying taking a break on a hike .
3826415995.jpg, two woman eating at a picnic table .
3826417429.jpg, Two hikers stop to look at the landscape .
3826417429.jpg, Two backpackers look at scenic mountains .
3826417429.jpg, Two woman hiking stop to admire the view .
3826417429.jpg, Two people looking across a valley .
3826417429.jpg, two women look at mountain view
3826417779.jpg, A single hiker with an orange backpack walks on a trail through a mountainous landscape .
3826417779.jpg, A person with a brown backpack overlooks mountainous terrain in the distance .
3826417779.jpg," A man with a walking stick and an orange backpack , walks through a valley ."
3826417779.jpg, Person with an orange backpack watching the surrounding hills .
3826417779.jpg, A man is on a motorcycle overlooking a canyon .
3826418155.jpg, A small building sits on a hillside next to a dirt trail .
3826418155.jpg, Group of hiker start walking on a rocky trail .
3826418155.jpg, Person walking by a building on a dirt road .
3826418155.jpg, Rural road in a mountainous area .
3826418155.jpg, People walking down a dirt path .
3826423291.jpg, A group of tents sit in front of a hill with a person standing outside the most prominent one .
3826423291.jpg," A collection of blue tents , one of which says "" Exodus "" , are set up in a lush landscape ."
3826423291.jpg, A woman in a blue shirt is standing by a blue tent .
3826423291.jpg, Someone standing between several large tents .
3826423291.jpg, Blue tents in the country next to a hill
3826423659.jpg, Woman in light blue knit hat and light blue zippered jacket kneels in front of a bowl of liquid and small bottle .
3826423659.jpg," Woman in blue hat and shirt washes a bowl , and there is a rooster in the background ."
3826423659.jpg, A woman in a blue jacket kneels behind a dish filled with soapy water .
3826423659.jpg, A lady in a blue coat and hat is sitting near a tub having water .
3826423659.jpg, A woman dying her shirt in her backyard .
3826425403.jpg, A woman with a blue shirt is putting something in her mouth .
3826425403.jpg, Two women are eating seated on the grass with hiking gear .
3826425403.jpg, A woman is getting ready to eat on the side of a road .
3826425403.jpg, A woman eating in the grass on a beautiful day .
3826425403.jpg, A woman in a blue shirt in the wild .
3826428341.jpg, A climber resting at a campground made on a mountainside .
3826428341.jpg, A man in a blue hat is laying propped up on the ground .
3826428341.jpg, A woman is laying down on the pavement of her campsite .
3826428341.jpg, A female is laying down on the grass resting .
3826428341.jpg, A woman lying on a rock at a campground .
3826431865.jpg, A day-hiker wearing a blue jacket and floppy hat is descending a rocky path on the hill .
3826431865.jpg, A lone hiker with walking stick descending a stony stairway in remote countryside .
3826431865.jpg, A hiker in a blue jacket and hat uses his hiking stick to help him down the rocks .
3826431865.jpg, A hiker walks down a rock path next to a field of wild grass .
3826431865.jpg, A woman with a walking stick climbing down stone stairs .
3826437163.jpg, The people with the backpacks are walking down some stone stairs .
3826437163.jpg, 2 men in hiking gear descend down a stone staircase .
3826437163.jpg, Two people are descending down some stone steps .
3826437163.jpg, Two people are hiking down a steep stone trail .
